"aar","bydel_nr","innvkat_3","alder_grupper","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2014","000301","alle","0_5","0","personer","25293","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","0_5","1","personer","26584","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","0_5","alle","personer","51877","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","6_15","0","personer","30454","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","6_15","1","personer","31679","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","6_15","alle","personer","62133","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","16_19","0","personer","11605","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","16_19","1","personer","11982","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","16_19","alle","personer","23587","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","20_29","0","personer","59503","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","20_29","1","personer","54228","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","20_29","alle","personer","113731","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","30_54","0","personer","116999","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","30_54","1","personer","128565","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","30_54","alle","personer","245564","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","55_66","0","personer","36087","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","55_66","1","personer","35425","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","55_66","alle","personer","71512","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","67+","0","personer","38378","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","67+","1","personer","27681","befolkning_alder","NULL","NULL","NULL"
"2014","000301","alle","67+","alle","personer","66059","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","0_5","0","personer","1011","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","0_5","1","personer","1050","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","0_5","alle","personer","2061","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","6_15","0","personer","2823","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","6_15","1","personer","2947","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","6_15","alle","personer","5770","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","16_19","0","personer","1727","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","16_19","1","personer","1845","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","16_19","alle","personer","3572","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","20_29","0","personer","17706","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","20_29","1","personer","15589","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","20_29","alle","personer","33295","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","30_54","0","personer","38407","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","30_54","1","personer","46581","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","30_54","alle","personer","84988","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","55_66","0","personer","6541","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","55_66","1","personer","8016","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","55_66","alle","personer","14557","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","67+","0","personer","4195","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","67+","1","personer","3284","befolkning_alder","NULL","NULL","NULL"
"2014","000301","innvandrere","67+","alle","personer","7479","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","0_5","0","personer","24282","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","0_5","1","personer","25534","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","0_5","alle","personer","49816","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","6_15","0","personer","27631","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","6_15","1","personer","28732","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","6_15","alle","personer","56363","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","16_19","0","personer","9878","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","16_19","1","personer","10137","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","16_19","alle","personer","20015","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","20_29","0","personer","41797","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","20_29","1","personer","38639","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","20_29","alle","personer","80436","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","30_54","0","personer","78592","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","30_54","1","personer","81984","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","30_54","alle","personer","160576","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","55_66","0","personer","29546","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","55_66","1","personer","27409","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","55_66","alle","personer","56955","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","67+","0","personer","34183","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","67+","1","personer","24397","befolkning_alder","NULL","NULL","NULL"
"2014","000301","befolkningen_ellers","67+","alle","personer","58580","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","0_5","0","personer","2219","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","0_5","1","personer","2266","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","0_5","alle","personer","4485","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","6_15","0","personer","1680","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","6_15","1","personer","1690","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","6_15","alle","personer","3370","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","16_19","0","personer","599","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","16_19","1","personer","594","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","16_19","alle","personer","1193","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","20_29","0","personer","5591","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","20_29","1","personer","5086","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","20_29","alle","personer","10677","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","30_54","0","personer","9715","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","30_54","1","personer","12203","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","30_54","alle","personer","21918","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","55_66","0","personer","2050","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","55_66","1","personer","2214","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","55_66","alle","personer","4264","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","67+","0","personer","1396","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","67+","1","personer","1114","befolkning_alder","NULL","NULL","NULL"
"2014","030101","alle","67+","alle","personer","2510","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","0_5","0","personer","90","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","0_5","1","personer","100","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","0_5","alle","personer","190","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","6_15","0","personer","253","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","6_15","1","personer","210","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","6_15","alle","personer","463","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","16_19","0","personer","159","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","16_19","1","personer","185","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","16_19","alle","personer","344","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","20_29","0","personer","1851","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","20_29","1","personer","1692","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","20_29","alle","personer","3543","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","30_54","0","personer","3280","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","30_54","1","personer","4643","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","30_54","alle","personer","7923","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","55_66","0","personer","540","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","55_66","1","personer","682","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","55_66","alle","personer","1222","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","67+","0","personer","279","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","67+","1","personer","281","befolkning_alder","NULL","NULL","NULL"
"2014","030101","innvandrere","67+","alle","personer","560","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","0_5","0","personer","2129","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","0_5","1","personer","2166","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","0_5","alle","personer","4295","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","6_15","0","personer","1427","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","6_15","1","personer","1480","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","6_15","alle","personer","2907","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","16_19","0","personer","440","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","16_19","1","personer","409","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","16_19","alle","personer","849","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","20_29","0","personer","3740","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","20_29","1","personer","3394","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","20_29","alle","personer","7134","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","30_54","0","personer","6435","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","30_54","1","personer","7560","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","30_54","alle","personer","13995","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","55_66","0","personer","1510","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","55_66","1","personer","1532","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","55_66","alle","personer","3042","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","67+","0","personer","1117","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","67+","1","personer","833","befolkning_alder","NULL","NULL","NULL"
"2014","030101","befolkningen_ellers","67+","alle","personer","1950","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","0_5","0","personer","1970","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","0_5","1","personer","2075","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","0_5","alle","personer","4045","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","6_15","0","personer","1388","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","6_15","1","personer","1461","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","6_15","alle","personer","2849","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","16_19","0","personer","582","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","16_19","1","personer","546","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","16_19","alle","personer","1128","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","20_29","0","personer","7694","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","20_29","1","personer","6917","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","20_29","alle","personer","14611","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","30_54","0","personer","10181","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","30_54","1","personer","12884","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","30_54","alle","personer","23065","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","55_66","0","personer","1829","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","55_66","1","personer","2003","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","55_66","alle","personer","3832","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","67+","0","personer","1519","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","67+","1","personer","1149","befolkning_alder","NULL","NULL","NULL"
"2014","030102","alle","67+","alle","personer","2668","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","0_5","0","personer","99","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","0_5","1","personer","103","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","0_5","alle","personer","202","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","6_15","0","personer","224","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","6_15","1","personer","270","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","6_15","alle","personer","494","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","16_19","0","personer","146","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","16_19","1","personer","135","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","16_19","alle","personer","281","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","20_29","0","personer","2165","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","20_29","1","personer","2155","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","20_29","alle","personer","4320","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","30_54","0","personer","3138","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","30_54","1","personer","4718","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","30_54","alle","personer","7856","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","55_66","0","personer","463","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","55_66","1","personer","648","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","55_66","alle","personer","1111","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","67+","0","personer","220","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","67+","1","personer","231","befolkning_alder","NULL","NULL","NULL"
"2014","030102","innvandrere","67+","alle","personer","451","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","0_5","0","personer","1871","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","0_5","1","personer","1972","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","0_5","alle","personer","3843","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","6_15","0","personer","1164","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","6_15","1","personer","1191","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","6_15","alle","personer","2355","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","16_19","0","personer","436","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","16_19","1","personer","411","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","16_19","alle","personer","847","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","20_29","0","personer","5529","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","20_29","1","personer","4762","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","20_29","alle","personer","10291","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","30_54","0","personer","7043","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","30_54","1","personer","8166","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","30_54","alle","personer","15209","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","55_66","0","personer","1366","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","55_66","1","personer","1355","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","55_66","alle","personer","2721","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","67+","0","personer","1299","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","67+","1","personer","918","befolkning_alder","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","67+","alle","personer","2217","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","0_5","0","personer","1579","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","0_5","1","personer","1608","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","0_5","alle","personer","3187","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","6_15","0","personer","933","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","6_15","1","personer","926","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","6_15","alle","personer","1859","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","16_19","0","personer","364","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","16_19","1","personer","310","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","16_19","alle","personer","674","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","20_29","0","personer","5769","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","20_29","1","personer","4688","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","20_29","alle","personer","10457","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","30_54","0","personer","7956","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","30_54","1","personer","8934","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","30_54","alle","personer","16890","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","55_66","0","personer","1581","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","55_66","1","personer","1551","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","55_66","alle","personer","3132","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","67+","0","personer","1435","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","67+","1","personer","1003","befolkning_alder","NULL","NULL","NULL"
"2014","030103","alle","67+","alle","personer","2438","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","0_5","0","personer","49","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","0_5","1","personer","49","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","0_5","alle","personer","98","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","6_15","0","personer","120","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","6_15","1","personer","130","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","6_15","alle","personer","250","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","16_19","0","personer","82","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","16_19","1","personer","70","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","16_19","alle","personer","152","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","20_29","0","personer","1107","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","20_29","1","personer","977","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","20_29","alle","personer","2084","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","30_54","0","personer","1891","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","30_54","1","personer","2414","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","30_54","alle","personer","4305","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","55_66","0","personer","281","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","55_66","1","personer","411","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","55_66","alle","personer","692","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","67+","0","personer","164","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","67+","1","personer","148","befolkning_alder","NULL","NULL","NULL"
"2014","030103","innvandrere","67+","alle","personer","312","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","0_5","0","personer","1530","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","0_5","1","personer","1559","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","0_5","alle","personer","3089","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","6_15","0","personer","813","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","6_15","1","personer","796","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","6_15","alle","personer","1609","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","16_19","0","personer","282","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","16_19","1","personer","240","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","16_19","alle","personer","522","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","20_29","0","personer","4662","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","20_29","1","personer","3711","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","20_29","alle","personer","8373","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","30_54","0","personer","6065","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","30_54","1","personer","6520","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","30_54","alle","personer","12585","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","55_66","0","personer","1300","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","55_66","1","personer","1140","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","55_66","alle","personer","2440","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","67+","0","personer","1271","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","67+","1","personer","855","befolkning_alder","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","67+","alle","personer","2126","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","0_5","0","personer","1053","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","0_5","1","personer","1155","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","0_5","alle","personer","2208","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","6_15","0","personer","802","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","6_15","1","personer","845","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","6_15","alle","personer","1647","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","16_19","0","personer","374","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","16_19","1","personer","339","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","16_19","alle","personer","713","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","20_29","0","personer","5904","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","20_29","1","personer","5194","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","20_29","alle","personer","11098","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","30_54","0","personer","6464","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","30_54","1","personer","8148","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","30_54","alle","personer","14612","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","55_66","0","personer","1477","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","55_66","1","personer","1413","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","55_66","alle","personer","2890","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","67+","0","personer","1515","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","67+","1","personer","947","befolkning_alder","NULL","NULL","NULL"
"2014","030104","alle","67+","alle","personer","2462","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","0_5","0","personer","54","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","0_5","1","personer","70","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","0_5","alle","personer","124","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","6_15","0","personer","101","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","6_15","1","personer","122","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","6_15","alle","personer","223","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","16_19","0","personer","69","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","16_19","1","personer","87","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","16_19","alle","personer","156","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","20_29","0","personer","1307","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","20_29","1","personer","1283","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","20_29","alle","personer","2590","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","30_54","0","personer","1738","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","30_54","1","personer","2694","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","30_54","alle","personer","4432","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","55_66","0","personer","259","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","55_66","1","personer","305","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","55_66","alle","personer","564","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","67+","0","personer","185","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","67+","1","personer","111","befolkning_alder","NULL","NULL","NULL"
"2014","030104","innvandrere","67+","alle","personer","296","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","0_5","0","personer","999","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","0_5","1","personer","1085","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","0_5","alle","personer","2084","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","6_15","0","personer","701","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","6_15","1","personer","723","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","6_15","alle","personer","1424","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","16_19","0","personer","305","befolkning_alder","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","16_19","1","personer","252","befolkning_alder","NULL","NULL","NULL"
