"Kommune nr & navn";"kommune_nr";"Kommune
navn";"innvkat_5.alle";"innvkat_5.innvandrere";"innvkat_5.befolkningen_ellers";"innvkat_5.norskfodte_m_innvf";"innvkat_5.bef_u_innv_og_norskf";"innvkat_5.alle";"innvkat_5.innvandrere";"innvkat_5.befolkningen_ellers";"innvkat_5.norskfodte_m_innvf";"innvkat_5.bef_u_innv_og_norskf";"innvkat_5.alle";"innvkat_5.innvandrere";"innvkat_5.befolkningen_ellers";"innvkat_5.norskfodte_m_innvf";"innvkat_5.bef_u_innv_og_norskf";"innvkat_5.alle";"innvkat_5.innvandrere";"innvkat_5.befolkningen_ellers";"innvkat_5.norskfodte_m_innvf";"innvkat_5.bef_u_innv_og_norskf";"innvkat_5.alle";"innvkat_5.innvandrere";"innvkat_5.befolkningen_ellers";"innvkat_5.norskfodte_m_innvf";"innvkat_5.bef_u_innv_og_norskf";"innvkat_5.alle";"innvkat_5.innvandrere";"innvkat_5.befolkningen_ellers";"innvkat_5.norskfodte_m_innvf";"innvkat_5.bef_u_innv_og_norskf"
"0221 Aurskog-Høland";"221";"Aurskog-Høland";"12384";"256";"12128";"38";"12090";"100";"2,067183463";"97,93281654";"0,306847545";"97,62596899";"6258";"116";"6142";"22";"6120";"50,53294574";"0,936692506";"49,59625323";"0,177648579";"49,41860465";"6126";"140";"5986";"16";"5970";"49,46705426";"1,130490956";"48,33656331";"0,129198966";"48,20736434"
"0226 Sørum";"226";"Sørum";"11879";"306";"11573";"40";"11533";"100";"2,575974409";"97,42402559";"0,336728681";"97,08729691";"6040";"157";"5883";"20";"5863";"50,84603081";"1,321660072";"49,52437074";"0,16836434";"49,3560064";"5839";"149";"5690";"20";"5670";"49,15396919";"1,254314336";"47,89965485";"0,16836434";"47,73129051"
"0227 Fet";"227";"Fet";"8895";"299";"8596";"48";"8548";"100";"3,361439011";"96,63856099";"0,539629005";"96,09893198";"4483";"151";"4332";"24";"4308";"50,39910062";"1,697582912";"48,70151771";"0,269814503";"48,4317032";"4412";"148";"4264";"24";"4240";"49,60089938";"1,663856099";"47,93704328";"0,269814503";"47,66722878"
"0228 Rælingen";"228";"Rælingen";"14296";"919";"13377";"239";"13138";"100";"6,428371572";"93,57162843";"1,671796307";"91,89983212";"7087";"449";"6638";"125";"6513";"49,57330722";"3,140738668";"46,43256855";"0,874370453";"45,5581981";"7209";"470";"6739";"114";"6625";"50,42669278";"3,287632904";"47,13905988";"0,797425853";"46,34163402"
"0229 Enebakk";"229";"Enebakk";"8393";"228";"8165";"31";"8134";"100";"2,716549506";"97,28345049";"0,369355415";"96,91409508";"4269";"103";"4166";"15";"4151";"50,86381508";"1,227213154";"49,63660193";"0,178720362";"49,45788157";"4124";"125";"3999";"16";"3983";"49,13618492";"1,489336352";"47,64684856";"0,190635053";"47,45621351"
"0230 Lørenskog";"230";"Lørenskog";"28905";"1695";"27210";"394";"26816";"100";"5,864037364";"94,13596264";"1,363085971";"92,77287666";"14275";"778";"13497";"200";"13297";"49,38591939";"2,691575852";"46,69434354";"0,691921813";"46,00242173";"14630";"917";"13713";"194";"13519";"50,61408061";"3,172461512";"47,4416191";"0,671164158";"46,77045494"
"0231 Skedsmo";"231";"Skedsmo";"37102";"1980";"35122";"435";"34687";"100";"5,336639534";"94,66336047";"1,172443534";"93,49091693";"18347";"945";"17402";"206";"17196";"49,45016441";"2,547032505";"46,90313191";"0,555226133";"46,34790577";"18755";"1035";"17720";"229";"17491";"50,54983559";"2,789607029";"47,76022856";"0,617217401";"47,14301116"
"0233 Nittedal";"233";"Nittedal";"17892";"840";"17052";"141";"16911";"100";"4,694835681";"95,30516432";"0,788061704";"94,51710262";"8966";"395";"8571";"81";"8490";"50,1117818";"2,207690588";"47,90409121";"0,452716298";"47,45137492";"8926";"445";"8481";"60";"8421";"49,8882182";"2,487145093";"47,40107311";"0,335345406";"47,0657277"
"0234 Gjerdrum";"234";"Gjerdrum";"4304";"132";"4172";"18";"4154";"100";"3,066914498";"96,9330855";"0,418215613";"96,51486989";"2171";"62";"2109";"9";"2100";"50,44144981";"1,440520446";"49,00092937";"0,209107807";"48,79182156";"2133";"70";"2063";"9";"2054";"49,55855019";"1,626394052";"47,93215613";"0,209107807";"47,72304833"
"0235 Ullensaker";"235";"Ullensaker";"19120";"519";"18601";"48";"18553";"100";"2,714435146";"97,28556485";"0,251046025";"97,03451883";"9531";"240";"9291";"29";"9262";"49,84832636";"1,255230126";"48,59309623";"0,15167364";"48,44142259";"9589";"279";"9310";"19";"9291";"50,15167364";"1,459205021";"48,69246862";"0,099372385";"48,59309623"
"0236 Nes (Ak.)";"236";"Nes (Ak.)";"15873";"327";"15546";"16";"15530";"100";"2,06010206";"97,93989794";"0,100800101";"97,83909784";"8005";"141";"7864";"6";"7858";"50,43155043";"0,888300888";"49,54324954";"0,037800038";"49,50544951";"7868";"186";"7682";"10";"7672";"49,56844957";"1,171801172";"48,3966484";"0,063000063";"48,33364833"
"0237 Eidsvoll";"237";"Eidsvoll";"16979";"389";"16590";"52";"16538";"100";"2,291065434";"97,70893457";"0,306260675";"97,40267389";"8485";"178";"8307";"21";"8286";"49,97349667";"1,048353849";"48,92514282";"0,123682196";"48,80146063";"8494";"211";"8283";"31";"8252";"50,02650333";"1,242711585";"48,78379174";"0,182578479";"48,60121326"
"0238 Nannestad";"238";"Nannestad";"8451";"191";"8260";"22";"8238";"100";"2,260087564";"97,73991244";"0,260324222";"97,47958821";"4222";"89";"4133";"8";"4125";"49,95858478";"1,053129807";"48,90545498";"0,094663353";"48,81079162";"4229";"102";"4127";"14";"4113";"50,04141522";"1,206957756";"48,83445746";"0,165660869";"48,66879659"
"0239 Hurdal";"239";"Hurdal";"2611";"49";"2562";"8";"2554";"100";"1,876675603";"98,1233244";"0,306396017";"97,81692838";"1306";"27";"1279";"3";"1276";"50,01914975";"1,034086557";"48,98506319";"0,114898506";"48,87016469";"1305";"22";"1283";"5";"1278";"49,98085025";"0,842589046";"49,1382612";"0,191497511";"48,94676369"
"0299 Uoppgitt kommune Akershus";"299";"Uoppgitt kommune Akershus";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";"."
"0301 Oslo kommune";"301";"Oslo kommune";"499693";"67290";"432403";"18260";"414143";"100";"13,46626829";"86,53373171";"3,654243706";"82,87948801";"240276";"34898";"205378";"9368";"196010";"48,08472402";"6,983888107";"41,10083591";"1,874751097";"39,22608482";"259417";"32392";"227025";"8892";"218133";"51,91527598";"6,482380181";"45,4328958";"1,779492608";"43,65340319"
"0399 Uoppgitt komm. Oslo";"399";"Uoppgitt komm. Oslo";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";"."
"0401 Hamar (-1991)";"401";"Hamar (-1991)";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";"."
"0402 Kongsvinger";"402";"Kongsvinger";"17232";"753";"16479";"132";"16347";"100";"4,369777159";"95,63022284";"0,766016713";"94,86420613";"8411";"367";"8044";"58";"7986";"48,81035283";"2,129758589";"46,68059424";"0,336583101";"46,34401114";"8821";"386";"8435";"74";"8361";"51,18964717";"2,24001857";"48,9496286";"0,429433612";"48,52019499"
"0403 Hamar";"403";"Hamar";"26311";"902";"25409";"110";"25299";"100";"3,428223937";"96,57177606";"0,41807609";"96,15369997";"12579";"412";"12167";"60";"12107";"47,80890122";"1,565884991";"46,24301623";"0,228041504";"46,01497473";"13732";"490";"13242";"50";"13192";"52,19109878";"1,862338946";"50,32875983";"0,190034586";"50,13872525"
"0412 Ringsaker";"412";"Ringsaker";"31419";"641";"30778";"92";"30686";"100";"2,040166778";"97,95983322";"0,292816449";"97,66701677";"15683";"295";"15388";"34";"15354";"49,91565613";"0,938922308";"48,97673382";"0,108214774";"48,86851905";"15736";"346";"15390";"58";"15332";"50,08434387";"1,10124447";"48,9830994";"0,184601674";"48,79849772"
"0414 Vang (-1991)";"414";"Vang (-1991)";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";"."
"0415 Løten";"415";"Løten";"7118";"128";"6990";"12";"6978";"100";"1,798257938";"98,20174206";"0,168586682";"98,03315538";"3563";"63";"3500";"10";"3490";"50,05619556";"0,885080079";"49,17111548";"0,140488901";"49,03062658";"3555";"65";"3490";"2";"3488";"49,94380444";"0,913177859";"49,03062658";"0,02809778";"49,0025288"
"0417 Stange";"417";"Stange";"17685";"429";"17256";"44";"17212";"100";"2,425784563";"97,57421544";"0,248798417";"97,32541702";"8797";"209";"8588";"20";"8568";"49,74271982";"1,18179248";"48,56092734";"0,113090189";"48,44783715";"8888";"220";"8668";"24";"8644";"50,25728018";"1,243992084";"49,0132881";"0,135708227";"48,87757987"
"0418 Nord-Odal";"418";"Nord-Odal";"5090";"54";"5036";"8";"5028";"100";"1,060903733";"98,93909627";"0,157170923";"98,78192534";"2552";"24";"2528";"5";"2523";"50,13752456";"0,47151277";"49,66601179";"0,098231827";"49,56777996";"2538";"30";"2508";"3";"2505";"49,86247544";"0,589390963";"49,27308448";"0,058939096";"49,21414538"
"0419 Sør-Odal";"419";"Sør-Odal";"7264";"86";"7178";"10";"7168";"100";"1,183920705";"98,8160793";"0,137665198";"98,6784141";"3638";"33";"3605";"1";"3604";"50,08259912";"0,454295154";"49,62830396";"0,01376652";"49,61453744";"3626";"53";"3573";"9";"3564";"49,91740088";"0,729625551";"49,18777533";"0,123898678";"49,06387665"
"0420 Eidskog";"420";"Eidskog";"6328";"168";"6160";"14";"6146";"100";"2,654867257";"97,34513274";"0,221238938";"97,12389381";"3185";"66";"3119";"6";"3113";"50,33185841";"1,042983565";"49,28887484";"0,094816688";"49,19405815";"3143";"102";"3041";"8";"3033";"49,66814159";"1,611883692";"48,0562579";"0,12642225";"47,92983565"
"0423 Grue";"423";"Grue";"5432";"151";"5281";"6";"5275";"100";"2,77982327";"97,22017673";"0,110456554";"97,10972018";"2676";"70";"2606";"5";"2601";"49,26362297";"1,288659794";"47,97496318";"0,092047128";"47,88291605";"2756";"81";"2675";"1";"2674";"50,73637703";"1,491163476";"49,24521355";"0,018409426";"49,22680412"
"0425 Åsnes";"425";"Åsnes";"8151";"180";"7971";"12";"7959";"100";"2,208317998";"97,791682";"0,1472212";"97,6444608";"4048";"80";"3968";"5";"3963";"49,66261808";"0,981474666";"48,68114342";"0,061342167";"48,61980125";"4103";"100";"4003";"7";"3996";"50,33738192";"1,226843332";"49,11053858";"0,085879033";"49,02465955"
"0426 Våler (Hedm.)";"426";"Våler (Hedm.)";"4146";"69";"4077";"10";"4067";"100";"1,664254703";"98,3357453";"0,241196334";"98,09454896";"2094";"36";"2058";"8";"2050";"50,5065123";"0,868306802";"49,6382055";"0,192957067";"49,44524843";"2052";"33";"2019";"2";"2017";"49,4934877";"0,795947902";"48,6975398";"0,048239267";"48,64930053"
"0427 Elverum";"427";"Elverum";"17879";"623";"17256";"62";"17194";"100";"3,484534929";"96,51546507";"0,346775547";"96,16868952";"8675";"287";"8388";"30";"8358";"48,52061077";"1,605235192";"46,91537558";"0,167794619";"46,74758096";"9204";"336";"8868";"32";"8836";"51,47938923";"1,879299737";"49,60008949";"0,178980927";"49,42110856"
"0428 Trysil";"428";"Trysil";"7105";"168";"6937";"1";"6936";"100";"2,36453202";"97,63546798";"0,014074595";"97,62139338";"3583";"80";"3503";"0";"3503";"50,42927516";"1,125967628";"49,30330753";"0";"49,30330753";"3522";"88";"3434";"1";"3433";"49,57072484";"1,238564391";"48,33216045";"0,014074595";"48,31808586"
"0429 Åmot";"429";"Åmot";"4449";"132";"4317";"8";"4309";"100";"2,966958867";"97,03304113";"0,179815689";"96,85322544";"2199";"54";"2145";"6";"2139";"49,42683749";"1,2137559";"48,21308159";"0,134861767";"48,07821982";"2250";"78";"2172";"2";"2170";"50,57316251";"1,753202967";"48,81995954";"0,044953922";"48,77500562"
"0430 Stor-Elvdal";"430";"Stor-Elvdal";"3006";"59";"2947";"6";"2941";"100";"1,962741184";"98,03725882";"0,199600798";"97,83765802";"1490";"30";"1460";"4";"1456";"49,5675316";"0,998003992";"48,56952761";"0,133067199";"48,43646041";"1516";"29";"1487";"2";"1485";"50,4324684";"0,964737192";"49,4677312";"0,066533599";"49,4011976"
"0432 Rendalen";"432";"Rendalen";"2312";"30";"2282";"2";"2280";"100";"1,297577855";"98,70242215";"0,08650519";"98,61591696";"1166";"11";"1155";"0";"1155";"50,43252595";"0,475778547";"49,9567474";"0";"49,9567474";"1146";"19";"1127";"2";"1125";"49,56747405";"0,821799308";"48,74567474";"0,08650519";"48,65916955"
"0434 Engerdal";"434";"Engerdal";"1590";"70";"1520";"3";"1517";"100";"4,402515723";"95,59748428";"0,188679245";"95,40880503";"810";"31";"779";"0";"779";"50,94339623";"1,949685535";"48,99371069";"0";"48,99371069";"780";"39";"741";"3";"738";"49,05660377";"2,452830189";"46,60377358";"0,188679245";"46,41509434"
"0435 Tolga-Os (1966-1975)";"435";"Tolga-Os (1966-1975)";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";".";"0";"0";"0";"0";"0";".";".";".";".";"."
"0436 Tolga";"436";"Tolga";"1857";"70";"1787";"9";"1778";"100";"3,769520732";"96,23047927";"0,484652666";"95,7458266";"917";"26";"891";"4";"887";"49,38072159";"1,400107701";"47,98061389";"0,215401185";"47,76521271";"940";"44";"896";"5";"891";"50,61927841";"2,369413032";"48,24986537";"0,269251481";"47,98061389"
"0437 Tynset";"437";"Tynset";"5400";"112";"5288";"18";"5270";"100";"2,074074074";"97,92592593";"0,333333333";"97,59259259";"2682";"50";"2632";"13";"2619";"49,66666667";"0,925925926";"48,74074074";"0,240740741";"48,5";"2718";"62";"2656";"5";"2651";"50,33333333";"1,148148148";"49,18518519";"0,092592593";"49,09259259"
