kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;fylkenr;naregnr
1130 Strand;1130;Strand;35317618,00;13371600,00;3455000,00;9916600,00;1196518,00;6888000,00;261800,00;22900,00;0,00;205200,00;11;38
1133 Hjelmeland;1133;Hjelmeland;13990000,00;5914800,00;1860000,00;4054800,00;491000,00;1464500,00;0,00;22900,00;0,00;182000,00;11;38
1134 Suldal;1134;Suldal;16214200,00;6676800,00;1620000,00;5056800,00;800000,00;1781400,00;130900,00;22900,00;0,00;125400,00;11;38
1135 Sauda;1135;Sauda;17100800,00;7626700,00;156500,00;7470200,00;0,00;1687800,00;0,00;0,00;0,00;159600,00;11;37
1141 Finnøy;1141;Finnøy;964300,00;0,00;0,00;0,00;0,00;833400,00;130900,00;0,00;0,00;0,00;11;38
1142 Rennesøy;1142;Rennesøy;12503170,00;4804500,00;1346500,00;3458000,00;0,00;1557900,00;1188670,00;0,00;147600,00;0,00;11;39
1144 Kvitsøy;1144;Kvitsøy;272100,00;0,00;0,00;0,00;0,00;272100,00;0,00;0,00;0,00;0,00;11;39
1145 Bokn;1145;Bokn;602100,00;0,00;0,00;0,00;0,00;602100,00;0,00;0,00;0,00;0,00;11;37
1146 Tysvær;1146;Tysvær;30428032,00;12541000,00;4355000,00;8186000,00;2263532,00;2609200,00;130900,00;91600,00;0,00;250800,00;11;37
1149 Karmøy;1149;Karmøy;66657043,00;28955600,00;8473000,00;20482600,00;223343,00;7524900,00;392700,00;160300,00;0,00;444600,00;11;37
1151 Utsira;1151;Utsira;324400,00;0,00;0,00;0,00;0,00;324400,00;0,00;0,00;0,00;0,00;11;37
1160 Vindafjord;1160;Vindafjord;19691200,00;8529600,00;1595000,00;6934600,00;0,00;2426600,00;0,00;45800,00;0,00;159600,00;11;37
1201 Bergen;1201;Bergen;574119616,00;242433175,00;80974125,00;161459050,00;2215271,00;66339700,00;15160495,00;859200,00;706500,00;3972100,00;12;40
1211 Etne;1211;Etne;5537600,00;2340000,00;2340000,00;0,00;0,00;811800,00;0,00;45800,00;0,00;0,00;12;46
1216 Sveio;1216;Sveio;18234000,00;8033000,00;1530000,00;6503000,00;0,00;1763200,00;130900,00;68700,00;0,00;205200,00;12;46
1219 Bømlo;1219;Bømlo;36034675,00;13849200,00;2745000,00;11104200,00;320000,00;6198400,00;1407175,00;68700,00;0,00;342000,00;12;46
1221 Stord;1221;Stord;20544025,00;7190000,00;1550000,00;5640200,00;0,00;5835200,00;32725,00;22900,00;147600,00;125400,00;12;46
1222 Fitjar;1222;Fitjar;795500,00;0,00;0,00;0,00;0,00;795500,00;0,00;0,00;0,00;0,00;12;46
1223 Tysnes;1223;Tysnes;829300,00;0,00;0,00;0,00;0,00;829300,00;0,00;0,00;0,00;0,00;12;46
1224 Kvinnherad;1224;Kvinnherad;29017349,00;12480000,00;3051000,00;9429000,00;0,00;2741200,00;850849,00;22900,00;147600,00;294800,00;12;46
1227 Jondal;1227;Jondal;680000,00;0,00;0,00;0,00;0,00;680000,00;0,00;0,00;0,00;0,00;12;42
1228 Odda;1228;Odda;14520682,00;4175000,00;4175000,00;0,00;675898,00;5117600,00;239984,00;91600,00;0,00;45600,00;12;42
1231 Ullensvang;1231;Ullensvang;21498000,00;8425300,00;3276500,00;5148800,00;0,00;3892600,00;392700,00;44700,00;147600,00;169800,00;12;42
1232 Eidfjord;1232;Eidfjord;2135100,00;760000,00;620000,00;140000,00;0,00;580800,00;0,00;22900,00;0,00;11400,00;12;42
1233 Ulvik;1233;Ulvik;701300,00;0,00;0,00;0,00;0,00;701300,00;0,00;0,00;0,00;0,00;12;42
1234 Granvin;1234;Granvin;181500,00;0,00;0,00;0,00;0,00;181500,00;0,00;0,00;0,00;0,00;12;42
1235 Voss;1235;Voss;38190916,00;15163950,00;4950500,00;10213450,00;0,00;6714700,00;873516,00;128600,00;0,00;146200,00;12;43
1238 Kvam;1238;Kvam;27967563,00;11893400,00;4090000,00;7803400,00;575663,00;3234000,00;0,00;22900,00;143000,00;205200,00;12;42
1241 Fusa;1241;Fusa;679300,00;0,00;0,00;0,00;0,00;679300,00;0,00;0,00;0,00;0,00;12;41
1242 Samnanger;1242;Samnanger;5767900,00;1301800,00;0,00;1301800,00;2344600,00;785500,00;0,00;0,00;0,00;34200,00;12;41
1243 Os (Hord.);1243;Os (Hord.);15833100,00;6138000,00;1495000,00;4643000,00;0,00;3346200,00;130900,00;45800,00;0,00;34200,00;12;41
1244 Austevoll;1244;Austevoll;1090000,00;70000,00;0,00;70000,00;0,00;950000,00;0,00;0,00;0,00;0,00;12;46
1245 Sund;1245;Sund;9330000,00;2749000,00;430000,00;2319000,00;0,00;3775000,00;0,00;0,00;0,00;57000,00;12;47
1246 Fjell;1246;Fjell;30961833,00;13328800,00;3820000,00;9508800,00;399033,00;3620000,00;0,00;45800,00;0,00;239400,00;12;47
1247 Askøy;1247;Askøy;41576930,00;17445500,00;4966500,00;12479000,00;0,00;4638500,00;1547630,00;113400,00;0,00;386400,00;12;47
1251 Vaksdal;1251;Vaksdal;20609600,00;9370000,00;3103000,00;6267000,00;0,00;1735100,00;0,00;43600,00;0,00;90900,00;12;45
1252 Modalen;1252;Modalen;446700,00;0,00;0,00;0,00;0,00;315800,00;130900,00;0,00;0,00;0,00;12;45
1253 Osterøy;1253;Osterøy;1521500,00;0,00;0,00;0,00;0,00;1521500,00;0,00;0,00;0,00;0,00;12;45
1256 Meland;1256;Meland;14961900,00;6142200,00;2005000,00;4137200,00;210600,00;2011400,00;261800,00;68700,00;0,00;125000,00;12;44
1259 Øygarden;1259;Øygarden;24514700,00;11074100,00;3341500,00;7732600,00;0,00;2263900,00;0,00;0,00;0,00;102600,00;12;47
1260 Radøy;1260;Radøy;8748100,00;3534200,00;958000,00;2576200,00;0,00;1622700,00;0,00;0,00;0,00;57000,00;12;44
1263 Lindås;1263;Lindås;17424665,00;6684800,00;2705000,00;3979800,00;0,00;2695100,00;1257165,00;45800,00;0,00;57000,00;12;44
1264 Austrheim;1264;Austrheim;2914600,00;900000,00;740000,00;160000,00;0,00;1080300,00;0,00;22900,00;0,00;11400,00;12;44
1265 Fedje;1265;Fedje;175000,00;0,00;0,00;0,00;0,00;175000,00;0,00;0,00;0,00;0,00;12;44
1266 Masfjorden;1266;Masfjorden;608800,00;0,00;0,00;0,00;0,00;608800,00;0,00;0,00;0,00;0,00;12;44
1401 Flora;1401;Flora;65845900,00;28159400,00;8124000,00;20035400,00;0,00;7148700,00;1570800,00;205000,00;295200,00;307400,00;14;51
1411 Gulen;1411;Gulen;540000,00;0,00;0,00;0,00;0,00;540000,00;0,00;0,00;0,00;0,00;14;48
1412 Solund;1412;Solund;62800,00;0,00;0,00;0,00;0,00;62800,00;0,00;0,00;0,00;0,00;14;48
1413 Hyllestad;1413;Hyllestad;2682200,00;1215000,00;1215000,00;0,00;0,00;206400,00;0,00;45800,00;0,00;0,00;14;48
1416 Høyanger;1416;Høyanger;16554675,00;7286800,00;4100000,00;3186800,00;0,00;1432600,00;229075,00;45800,00;0,00;273600,00;14;50
1417 Vik;1417;Vik;2534600,00;971800,00;0,00;971800,00;0,00;568200,00;0,00;0,00;0,00;22800,00;14;50
1418 Balestrand;1418;Balestrand;6547200,00;2849000,00;0,00;2849000,00;0,00;815000,00;0,00;0,00;0,00;34200,00;14;50
1419 Leikanger;1419;Leikanger;6238200,00;2603600,00;765000,00;1838600,00;0,00;928400,00;0,00;0,00;0,00;102600,00;14;50
1420 Sogndal;1420;Sogndal;48344183,00;19532900,00;9346500,00;10186400,00;0,00;8736300,00;109083,00;91600,00;147600,00;193800,00;14;50
1421 Aurland;1421;Aurland;295200,00;0,00;0,00;0,00;0,00;295200,00;0,00;0,00;0,00;0,00;14;50
1422 Lærdal;1422;Lærdal;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14;50
1424 Årdal;1424;Årdal;4400700,00;270000,00;0,00;270000,00;0,00;3860700,00;0,00;0,00;0,00;0,00;14;50
1426 Luster;1426;Luster;9248100,00;4125800,00;1700000,00;2425800,00;0,00;859400,00;0,00;68700,00;0,00;68400,00;14;50
1428 Askvoll;1428;Askvoll;849000,00;0,00;0,00;0,00;0,00;849000,00;0,00;0,00;0,00;0,00;14;48
1429 Fjaler;1429;Fjaler;966800,00;0,00;0,00;0,00;0,00;966800,00;0,00;0,00;0,00;0,00;14;48
1430 Gaular;1430;Gaular;684400,00;0,00;0,00;0,00;0,00;684400,00;0,00;0,00;0,00;0,00;14;51
1431 Jølster;1431;Jølster;14100400,00;4284400,00;445000,00;3839400,00;0,00;5452700,00;0,00;44700,00;0,00;34200,00;14;51
1432 Førde;1432;Førde;34199400,00;13059700,00;4501500,00;8558200,00;0,00;7101100,00;523600,00;182100,00;0,00;273200,00;14;51
1433 Naustdal;1433;Naustdal;540000,00;0,00;0,00;0,00;0,00;540000,00;0,00;0,00;0,00;0,00;14;51
1438 Bremanger;1438;Bremanger;20484100,00;6829800,00;2400000,00;4429800,00;0,00;6385500,00;130900,00;68700,00;0,00;239400,00;14;49
1439 Vågsøy;1439;Vågsøy;1157100,00;80000,00;0,00;80000,00;0,00;997100,00;0,00;0,00;0,00;0,00;14;49
1441 Selje;1441;Selje;956500,00;0,00;0,00;0,00;0,00;956500,00;0,00;0,00;0,00;0,00;14;49
1443 Eid;1443;Eid;13977110,00;5510200,00;1878000,00;3632200,00;0,00;1504000,00;1328110,00;67600,00;0,00;57000,00;14;49
1444 Hornindal;1444;Hornindal;184400,00;0,00;0,00;0,00;0,00;184400,00;0,00;0,00;0,00;0,00;14;49
1445 Gloppen;1445;Gloppen;22661565,00;9591400,00;4108000,00;5483400,00;0,00;1978900,00;1362865,00;45800,00;0,00;91200,00;14;49
1449 Stryn;1449;Stryn;28754300,00;13031600,00;5091000,00;7940600,00;0,00;2248100,00;0,00;135200,00;0,00;307800,00;14;49
1502 Molde;1502;Molde;94795343,00;39167100,00;12617500,00;26549600,00;1516789,00;10117600,00;3805654,00;201700,00;147600,00;671800,00;15;53
1504 Ålesund;1504;Ålesund;70626259,00;26527700,00;8810000,00;17717700,00;0,00;13674500,00;3348859,00;68700,00;0,00;478800,00;15;56
1505 Kristiansund;1505;Kristiansund;52623500,00;23453600,00;3799500,00;19654100,00;0,00;5157400,00;0,00;68700,00;0,00;490200,00;15;52
1511 Vanylven;1511;Vanylven;744300,00;0,00;0,00;0,00;0,00;744300,00;0,00;0,00;0,00;0,00;15;55
1514 Sande (M. og R.);1514;Sande (M. og R.);354400,00;0,00;0,00;0,00;0,00;354400,00;0,00;0,00;0,00;0,00;15;55
1515 Herøy (M. og R.);1515;Herøy (M. og R.);12639100,00;5445800,00;1840000,00;3605800,00;0,00;1599100,00;0,00;45800,00;0,00;102600,00;15;55
1516 Ulstein;1516;Ulstein;35431696,00;13980000,00;5834000,00;8146000,00;700296,00;6144800,00;261800,00;91600,00;0,00;273200,00;15;55
1517 Hareid;1517;Hareid;10863770,00;4039800,00;145000,00;3894800,00;0,00;1671700,00;1032570,00;22900,00;0,00;57000,00;15;55
1519 Volda;1519;Volda;57043262,00;21407700,00;6146500,00;15261200,00;2670430,00;7493700,00;3519332,00;135200,00;0,00;409200,00;15;55
1520 Ørsta;1520;Ørsta;32208128,00;13149400,00;3686500,00;9462900,00;689833,00;2940100,00;2006795,00;45800,00;0,00;226800,00;15;55
1523 Ørskog;1523;Ørskog;861600,00;0,00;0,00;0,00;0,00;861600,00;0,00;0,00;0,00;0,00;15;54
1524 Norddal;1524;Norddal;355800,00;0,00;0,00;0,00;0,00;355800,00;0,00;0,00;0,00;0,00;15;54
1525 Stranda;1525;Stranda;891200,00;0,00;0,00;0,00;0,00;891200,00;0,00;0,00;0,00;0,00;15;54
1526 Stordal;1526;Stordal;668200,00;215000,00;215000,00;0,00;0,00;238200,00;0,00;0,00;0,00;0,00;15;54
1528 Sykkylven;1528;Sykkylven;20285600,00;8954700,00;2659500,00;6295200,00;0,00;2028000,00;0,00;0,00;143000,00;205200,00;15;54
1529 Skodje;1529;Skodje;967700,00;0,00;0,00;0,00;0,00;967700,00;0,00;0,00;0,00;0,00;15;56
1531 Sula;1531;Sula;4541100,00;1595000,00;1055000,00;540000,00;0,00;1236800,00;0,00;68700,00;0,00;45600,00;15;56
1532 Giske;1532;Giske;19973800,00;8744300,00;3071500,00;5672800,00;0,00;2246400,00;0,00;45800,00;0,00;193000,00;15;56
1534 Haram;1534;Haram;24317900,00;10359000,00;2873000,00;7486000,00;0,00;3225300,00;0,00;21800,00;147600,00;205200,00;15;56
1535 Vestnes;1535;Vestnes;6973155,00;333600,00;0,00;333600,00;0,00;5680900,00;613655,00;0,00;0,00;11400,00;15;53
1539 Rauma;1539;Rauma;1254300,00;0,00;0,00;0,00;0,00;1254300,00;0,00;0,00;0,00;0,00;15;53
1543 Nesset;1543;Nesset;231300,00;0,00;0,00;0,00;0,00;231300,00;0,00;0,00;0,00;0,00;15;53
1545 Midsund;1545;Midsund;1260900,00;0,00;0,00;0,00;0,00;1260900,00;0,00;0,00;0,00;0,00;15;53
1546 Sandøy;1546;Sandøy;664200,00;0,00;0,00;0,00;0,00;664200,00;0,00;0,00;0,00;0,00;15;56
1547 Aukra;1547;Aukra;4120200,00;1434000,00;360000,00;1074000,00;0,00;1240800,00;0,00;0,00;0,00;11400,00;15;53
1548 Fræna;1548;Fræna;12278400,00;5239000,00;1815000,00;3424000,00;0,00;1686300,00;0,00;22900,00;0,00;91200,00;15;53
1551 Eide;1551;Eide;6837900,00;2812600,00;895000,00;1917600,00;0,00;1167000,00;0,00;22900,00;0,00;22800,00;15;52
1554 Averøy;1554;Averøy;5187300,00;1910000,00;1910000,00;0,00;0,00;1333000,00;0,00;22900,00;0,00;11400,00;15;52
1557 Gjemnes;1557;Gjemnes;790800,00;0,00;0,00;0,00;0,00;790800,00;0,00;0,00;0,00;0,00;15;52
1560 Tingvoll;1560;Tingvoll;9760600,00;2778600,00;645000,00;2133600,00;0,00;3264300,00;916300,00;0,00;0,00;22800,00;15;52
1563 Sunndal;1563;Sunndal;65709295,00;24529800,00;9345000,00;15184800,00;686588,00;12667900,00;2759807,00;45800,00;147600,00;342000,00;15;52
1566 Surnadal;1566;Surnadal;6094700,00;2505000,00;2505000,00;0,00;0,00;1038900,00;0,00;45800,00;0,00;0,00;15;52
1567 Rindal;1567;Rindal;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15;52
1571 Halsa;1571;Halsa;785100,00;0,00;0,00;0,00;0,00;785100,00;0,00;0,00;0,00;0,00;15;52
1573 Smøla;1573;Smøla;218300,00;0,00;0,00;0,00;0,00;218300,00;0,00;0,00;0,00;0,00;15;52
1576 Aure;1576;Aure;26754676,00;11700225,00;4874500,00;6825725,00;731626,00;2036400,00;0,00;178800,00;147600,00;259800,00;15;52
1601 Trondheim;1601;Trondheim;464301720,00;187048300,00;52675000,00;134373300,00;29293933,00;45334930,00;11295957,00;812300,00;881000,00;2587000,00;16;61
1612 Hemne;1612;Hemne;9481500,00;2409000,00;1055000,00;1354000,00;0,00;4333200,00;261800,00;22900,00;0,00;45600,00;16;60
1613 Snillfjord;1613;Snillfjord;562300,00;0,00;0,00;0,00;0,00;562300,00;0,00;0,00;0,00;0,00;16;60
1617 Hitra;1617;Hitra;12019000,00;4029000,00;165000,00;3864000,00;0,00;3938200,00;0,00;0,00;0,00;22800,00;16;58
1620 Frøya;1620;Frøya;1255700,00;0,00;0,00;0,00;0,00;1255700,00;0,00;0,00;0,00;0,00;16;58
1621 Ørland;1621;Ørland;1050100,00;0,00;0,00;0,00;0,00;1050100,00;0,00;0,00;0,00;0,00;16;57
1622 Agdenes;1622;Agdenes;324400,00;0,00;0,00;0,00;0,00;324400,00;0,00;0,00;0,00;0,00;16;60
1624 Rissa;1624;Rissa;9676700,00;3669400,00;1460000,00;2209400,00;0,00;1518200,00;785400,00;22900,00;0,00;11400,00;16;57
1627 Bjugn;1627;Bjugn;1390000,00;0,00;0,00;0,00;0,00;1390000,00;0,00;0,00;0,00;0,00;16;57
1630 Åfjord;1630;Åfjord;1336900,00;215000,00;215000,00;0,00;0,00;906900,00;0,00;0,00;0,00;0,00;16;57
1632 Roan;1632;Roan;278600,00;0,00;0,00;0,00;0,00;278600,00;0,00;0,00;0,00;0,00;16;57
1633 Osen;1633;Osen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16;57
1634 Oppdal;1634;Oppdal;21485100,00;9612200,00;2746500,00;6865700,00;0,00;2101900,00;0,00;67600,00;0,00;91200,00;16;59
1635 Rennebu;1635;Rennebu;1583200,00;670000,00;670000,00;0,00;0,00;208900,00;0,00;22900,00;0,00;11400,00;16;59
1636 Meldal;1636;Meldal;1236400,00;0,00;0,00;0,00;0,00;1236400,00;0,00;0,00;0,00;0,00;16;60
1638 Orkdal;1638;Orkdal;40793000,00;18203600,00;6009500,00;12194100,00;0,00;3303400,00;523600,00;201700,00;143000,00;214100,00;16;60
1640 Røros;1640;Røros;11092000,00;4822600,00;1275000,00;3547600,00;0,00;1310000,00;0,00;0,00;0,00;136800,00;16;62
1644 Holtålen;1644;Holtålen;637100,00;0,00;0,00;0,00;0,00;637100,00;0,00;0,00;0,00;0,00;16;62
1648 Midtre Gauldal;1648;Midtre Gauldal;14378900,00;6280600,00;1975000,00;4305600,00;0,00;1692200,00;0,00;22900,00;0,00;102600,00;16;61
1653 Melhus;1653;Melhus;26979700,00;11833600,00;4164800,00;7668800,00;0,00;2516900,00;523600,00;67600,00;0,00;204400,00;16;61
1657 Skaun;1657;Skaun;8174300,00;3420400,00;1025000,00;2395400,00;0,00;1265100,00;0,00;0,00;0,00;68400,00;16;61
1662 Klæbu;1662;Klæbu;2973713,00;350000,00;0,00;350000,00;1008013,00;1265700,00;0,00;0,00;0,00;0,00;16;61
1663 Malvik;1663;Malvik;14827400,00;6171200,00;1940000,00;4231200,00;0,00;2382400,00;0,00;0,00;0,00;102600,00;16;61
1664 Selbu;1664;Selbu;671000,00;0,00;0,00;0,00;0,00;671000,00;0,00;0,00;0,00;0,00;16;61
1665 Tydal;1665;Tydal;212400,00;0,00;0,00;0,00;0,00;212400,00;0,00;0,00;0,00;0,00;16;62
1702 Steinkjer;1702;Steinkjer;68249430,00;27582500,00;8544000,00;19038500,00;0,00;9854400,00;2594830,00;135200,00;0,00;500000,00;17;64
1703 Namsos;1703;Namsos;72720300,00;30162200,00;10211500,00;19950700,00;0,00;11354800,00;130900,00;226800,00;147600,00;535800,00;17;67
1711 Meråker;1711;Meråker;21207260,00;8999200,00;2195000,00;6804200,00;302960,00;2734800,00;0,00;22900,00;0,00;148200,00;17;63
1714 Stjørdal;1714;Stjørdal;71263005,00;30127950,00;8181000,00;21946950,00;1047655,00;6283700,00;3038350,00;130800,00;143000,00;363600,00;17;63
1717 Frosta;1717;Frosta;868100,00;0,00;0,00;0,00;0,00;868100,00;0,00;0,00;0,00;0,00;17;63
1718 Leksvik;1718;Leksvik;8602180,00;3342600,00;1585000,00;1757600,00;0,00;1489980,00;392700,00;22900,00;0,00;11400,00;17;57
1719 Levanger;1719;Levanger;66800844,00;27790050,00;7946500,00;19843550,00;600888,00;6874700,00;3174756,00;91600,00;0,00;478800,00;17;64
1721 Verdal;1721;Verdal;38353200,00;17252900,00;6590000,00;10662900,00;0,00;3067100,00;392700,00;0,00;0,00;387600,00;17;64
1724 Verran;1724;Verran;11622400,00;5127600,00;2510000,00;2617600,00;0,00;1287200,00;0,00;45800,00;0,00;34200,00;17;64
1725 Namdalseid;1725;Namdalseid;651100,00;0,00;0,00;0,00;0,00;651100,00;0,00;0,00;0,00;0,00;17;67
1736 Snåsa;1736;Snåsa;302800,00;0,00;0,00;0,00;0,00;302800,00;0,00;0,00;0,00;0,00;17;65
1738 Lierne;1738;Lierne;326400,00;70000,00;0,00;70000,00;0,00;175000,00;0,00;0,00;0,00;11400,00;17;65
1739 Røyrvik;1739;Røyrvik;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17;65
1740 Namsskogan;1740;Namsskogan;228800,00;0,00;0,00;0,00;0,00;228800,00;0,00;0,00;0,00;0,00;17;65
1742 Grong;1742;Grong;34357514,00;11281100,00;2086500,00;9194600,00;0,00;8165100,00;3096614,00;21800,00;295200,00;216600,00;17;65
1743 Høylandet;1743;Høylandet;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17;65
1744 Overhalla;1744;Overhalla;13967518,00;5568700,00;2291500,00;3277200,00;183753,00;1158000,00;1362865,00;22900,00;0,00;102600,00;17;67
1748 Fosnes;1748;Fosnes;695400,00;0,00;0,00;0,00;0,00;695400,00;0,00;0,00;0,00;0,00;17;67
1749 Flatanger;1749;Flatanger;655900,00;0,00;0,00;0,00;0,00;655900,00;0,00;0,00;0,00;0,00;17;67
1750 Vikna;1750;Vikna;21224000,00;9502800,00;3130000,00;6372800,00;0,00;2013300,00;0,00;68700,00;0,00;136400,00;17;66
1751 Nærøy;1751;Nærøy;26122700,00;11695500,00;4324550,00;7370950,00;0,00;2480600,00;0,00;68700,00;0,00;182400,00;17;66
1755 Leka;1755;Leka;637100,00;0,00;0,00;0,00;0,00;637100,00;0,00;0,00;0,00;0,00;17;66
1756 Inderøy (f.o.m. 2012);1756;Inderøy (f.o.m. 2012);18191600,00;8124000,00;2993000,00;5131000,00;0,00;1717500,00;0,00;66500,00;0,00;159600,00;17;64
1804 Bodø;1804;Bodø;152403216,00;59958500,00;19322000,00;40636500,00;1606383,00;25770700,00;3708833,00;489500,00;0,00;910800,00;18;73
1805 Narvik;1805;Narvik;55748400,00;22219000,00;7582000,00;14637000,00;1221800,00;9114200,00;261800,00;270400,00;0,00;442200,00;18;74
1811 Bindal;1811;Bindal;736200,00;70000,00;0,00;70000,00;0,00;596200,00;0,00;0,00;0,00;0,00;18;68
1812 Sømna;1812;Sømna;10213300,00;4378400,00;860000,00;3518400,00;0,00;1410900,00;0,00;0,00;0,00;45600,00;18;68
1813 Brønnøy;1813;Brønnøy;29354100,00;12912200,00;2940000,00;9972200,00;0,00;3233000,00;0,00;68700,00;0,00;228000,00;18;68
1815 Vega;1815;Vega;896200,00;0,00;0,00;0,00;0,00;896200,00;0,00;0,00;0,00;0,00;18;68
1816 Vevelstad;1816;Vevelstad;206400,00;0,00;0,00;0,00;0,00;206400,00;0,00;0,00;0,00;0,00;18;68
1818 Herøy (Nordl.);1818;Herøy (Nordl.);8257700,00;3496200,00;465000,00;3031200,00;0,00;1197300,00;0,00;0,00;0,00;68000,00;18;69
1820 Alstahaug;1820;Alstahaug;51725722,00;20837300,00;5584500,00;15252800,00;0,00;7717700,00;1798522,00;80100,00;0,00;454800,00;18;69
1822 Leirfjord;1822;Leirfjord;23966400,00;11048800,00;5125000,00;5923800,00;0,00;1406700,00;130900,00;137400,00;0,00;193800,00;18;69
1824 Vefsn;1824;Vefsn;41478675,00;15654000,00;4865000,00;10789000,00;0,00;7835100,00;2061675,00;68700,00;0,00;205200,00;18;71
1825 Grane;1825;Grane;315000,00;0,00;0,00;0,00;0,00;315000,00;0,00;0,00;0,00;0,00;18;71
1826 Hattfjelldal;1826;Hattfjelldal;10167700,00;2623000,00;815000,00;1808000,00;0,00;4830400,00;0,00;22900,00;0,00;68400,00;18;71
1827 Dønna;1827;Dønna;662700,00;0,00;0,00;0,00;0,00;662700,00;0,00;0,00;0,00;0,00;18;69
1828 Nesna;1828;Nesna;31105019,00;10060700,00;2496500,00;7564200,00;160000,00;6813900,00;3838719,00;0,00;0,00;171000,00;18;72
1832 Hemnes;1832;Hemnes;11965400,00;5259800,00;1065000,00;4194800,00;0,00;1297500,00;0,00;22900,00;0,00;125400,00;18;72
1833 Rana;1833;Rana;69806158,00;29726000,00;8915000,00;20811000,00;0,00;8992000,00;599958,00;135200,00;0,00;627000,00;18;72
1834 Lurøy;1834;Lurøy;788600,00;0,00;0,00;0,00;0,00;788600,00;0,00;0,00;0,00;0,00;18;70
1835 Træna;1835;Træna;315000,00;70000,00;0,00;70000,00;0,00;175000,00;0,00;0,00;0,00;0,00;18;70
1836 Rødøy;1836;Rødøy;709700,00;0,00;0,00;0,00;0,00;709700,00;0,00;0,00;0,00;0,00;18;70
1837 Meløy;1837;Meløy;12580252,00;5203900,00;1281500,00;3922400,00;314700,00;1686400,00;102952,00;0,00;0,00;68400,00;18;73
1838 Gildeskål;1838;Gildeskål;20511800,00;9430600,00;5303000,00;4127600,00;0,00;1469800,00;0,00;0,00;0,00;180800,00;18;73
1839 Beiarn;1839;Beiarn;3050200,00;1365000,00;1365000,00;0,00;0,00;228800,00;0,00;45800,00;0,00;45600,00;18;73
1840 Saltdal;1840;Saltdal;20036400,00;5657600,00;1740000,00;3917600,00;0,00;8595600,00;0,00;45800,00;0,00;79800,00;18;73
1841 Fauske;1841;Fauske;36686982,00;15462900,00;5991500,00;9471400,00;2116682,00;2836900,00;261800,00;181000,00;0,00;364800,00;18;73
1845 Sørfold;1845;Sørfold;877900,00;0,00;0,00;0,00;0,00;877900,00;0,00;0,00;0,00;0,00;18;73
1848 Steigen;1848;Steigen;14397200,00;6558500,00;2631500,00;3927000,00;0,00;1122800,00;0,00;21800,00;0,00;135600,00;18;73
1849 Hamarøy;1849;Hamarøy;19352735,00;7021400,00;3417000,00;3604400,00;0,00;1766100,00;3430035,00;45800,00;0,00;68000,00;18;73
1850 Tysfjord;1850;Tysfjord;8464000,00;3542200,00;1525000,00;2017200,00;0,00;1311100,00;0,00;0,00;0,00;68500,00;18;74
1851 Lødingen;1851;Lødingen;23201270,00;7604900,00;1966500,00;5638400,00;0,00;7548400,00;272370,00;22900,00;0,00;147800,00;18;76
1852 Tjeldsund;1852;Tjeldsund;916200,00;0,00;0,00;0,00;0,00;916200,00;0,00;0,00;0,00;0,00;18;74
1853 Evenes;1853;Evenes;12993700,00;5766800,00;1838000,00;3928800,00;0,00;1303300,00;0,00;43600,00;0,00;113200,00;18;74
1854 Ballangen;1854;Ballangen;13828700,00;6112800,00;2143000,00;3969800,00;0,00;1511900,00;0,00;0,00;0,00;91200,00;18;74
1856 Røst;1856;Røst;208900,00;0,00;0,00;0,00;0,00;208900,00;0,00;0,00;0,00;0,00;18;75
1857 Værøy;1857;Værøy;259100,00;0,00;0,00;0,00;0,00;259100,00;0,00;0,00;0,00;0,00;18;75
1859 Flakstad;1859;Flakstad;540000,00;0,00;0,00;0,00;0,00;540000,00;0,00;0,00;0,00;0,00;18;75
1860 Vestvågøy;1860;Vestvågøy;72011669,00;27912000,00;7428000,00;20484000,00;4338000,00;8253600,00;2628569,00;182100,00;295200,00;490200,00;18;75
1865 Vågan;1865;Vågan;54764275,00;21970200,00;6336500,00;15633700,00;489450,00;7338300,00;2519825,00;179900,00;0,00;296400,00;18;75
1866 Hadsel;1866;Hadsel;46567201,00;17762500,00;1310000,00;16452500,00;4197801,00;6154800,00;130900,00;22900,00;0,00;535800,00;18;76
1867 Bø (Nordl.);1867;Bø (Nordl.);9613219,00;4035000,00;2250000,00;1785000,00;460219,00;900300,00;0,00;68700,00;0,00;114000,00;18;76
1868 Øksnes;1868;Øksnes;8338100,00;3278800,00;2198000,00;1080800,00;0,00;1735800,00;0,00;44700,00;0,00;0,00;18;76
1870 Sortland;1870;Sortland;47787767,00;20954900,00;6461500,00;14493400,00;0,00;3298100,00;1919867,00;113400,00;147600,00;399000,00;18;76
1871 Andøy;1871;Andøy;44498600,00;20347300,00;6683500,00;13663800,00;430000,00;2735000,00;0,00;174400,00;0,00;464600,00;18;76
1874 Moskenes;1874;Moskenes;271700,00;0,00;0,00;0,00;0,00;271700,00;0,00;0,00;0,00;0,00;18;75
