kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;fylkenr;naregnr
1903 Harstad;1903;Harstad;119002044,00;52841800,00;14539000,00;38302800,00;2068127,00;10288300,00;763417,00;187200,00;0,00;11400,00;19;77
1911 Kvæfjord;1911;Kvæfjord;21876200,00;7454800,00;1918000,00;5536800,00;1530900,00;5377500,00;0,00;46800,00;0,00;11400,00;19;77
1913 Skånland;1913;Skånland;9705800,00;4313600,00;675000,00;3638600,00;0,00;1078600,00;0,00;0,00;0,00;0,00;19;77
1917 Ibestad;1917;Ibestad;9587400,00;3008000,00;885000,00;2123000,00;825700,00;211900,00;2533800,00;0,00;0,00;0,00;19;77
1919 Gratangen;1919;Gratangen;9612000,00;4348000,00;2055000,00;2293000,00;0,00;857800,00;0,00;46800,00;0,00;11400,00;19;77
1920 Lavangen;1920;Lavangen;1416000,00;708000,00;708000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19;77
1922 Bardu;1922;Bardu;19810600,00;7160200,00;2722000,00;4438200,00;0,00;5478800,00;0,00;0,00;0,00;11400,00;19;78
1923 Salangen;1923;Salangen;36105192,00;11868600,00;4847000,00;7021600,00;0,00;5391400,00;6929792,00;46800,00;0,00;0,00;19;77
1924 Målselv;1924;Målselv;25908800,00;10000400,00;2754000,00;7246400,00;0,00;5837800,00;0,00;70200,00;0,00;0,00;19;78
1925 Sørreisa;1925;Sørreisa;11288300,00;4919000,00;2119000,00;2800000,00;0,00;1403500,00;0,00;46800,00;0,00;0,00;19;78
1926 Dyrøy;1926;Dyrøy;248200,00;0,00;0,00;0,00;0,00;248200,00;0,00;0,00;0,00;0,00;19;78
1927 Tranøy;1927;Tranøy;25046400,00;11285800,00;4822000,00;6463800,00;1155700,00;1225500,00;0,00;93600,00;0,00;0,00;19;78
1928 Torsken;1928;Torsken;2766000,00;1383000,00;1383000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19;78
1929 Berg;1929;Berg;24132200,00;11129000,00;4780000,00;6349000,00;645000,00;1229200,00;0,00;0,00;0,00;0,00;19;78
1931 Lenvik;1931;Lenvik;67629990,00;28341600,00;7095000,00;21246600,00;1629890,00;8830300,00;370800,00;70200,00;0,00;45600,00;19;78
1933 Balsfjord;1933;Balsfjord;1019500,00;0,00;0,00;0,00;0,00;1019500,00;0,00;0,00;0,00;0,00;19;79
1936 Karlsøy;1936;Karlsøy;334300,00;0,00;0,00;0,00;0,00;334300,00;0,00;0,00;0,00;0,00;19;79
1938 Lyngen;1938;Lyngen;334300,00;0,00;0,00;0,00;0,00;334300,00;0,00;0,00;0,00;0,00;19;80
1939 Storfjord;1939;Storfjord;9145100,00;3005000,00;1492000,00;1513000,00;0,00;2982900,00;0,00;0,00;152200,00;0,00;19;80
1940 Gáivuotna Kåfjord;1940;Gáivuotna Kåfjord;3699100,00;0,00;0,00;0,00;0,00;3699100,00;0,00;0,00;0,00;0,00;19;80
1941 Skjervøy;1941;Skjervøy;2234800,00;983000,00;0,00;983000,00;0,00;268800,00;0,00;0,00;0,00;0,00;19;80
1942 Nordreisa;1942;Nordreisa;21401700,00;9945600,00;2301000,00;7644600,00;0,00;1463700,00;0,00;46800,00;0,00;0,00;19;80
1943 Kvænangen;1943;Kvænangen;214100,00;0,00;0,00;0,00;0,00;214100,00;0,00;0,00;0,00;0,00;19;80
2002 Vardø;2002;Vardø;398100,00;0,00;0,00;0,00;0,00;398100,00;0,00;0,00;0,00;0,00;20;83
2003 Vadsø;2003;Vadsø;146499072,00;59970500,00;20380500,00;39590000,00;2149242,00;13424900,00;10506930,00;256400,00;152200,00;68400,00;20;83
2004 Hammerfest;2004;Hammerfest;48501775,00;20488600,00;5248000,00;15240600,00;0,00;4544500,00;2921875,00;46800,00;0,00;11400,00;20;81
2011 Guovdageaidnu Kautokeino;2011;Guovdageaidnu Kautokeino;1137200,00;0,00;0,00;0,00;0,00;1137200,00;0,00;0,00;0,00;0,00;20;82
2012 Alta;2012;Alta;56126527,00;19484250,00;5081000,00;14403250,00;731161,00;10619400,00;5725866,00;70200,00;0,00;11400,00;20;81
2014 Loppa;2014;Loppa;835000,00;0,00;0,00;0,00;0,00;835000,00;0,00;0,00;0,00;0,00;20;81
2015 Hasvik;2015;Hasvik;300700,00;0,00;0,00;0,00;0,00;300700,00;0,00;0,00;0,00;0,00;20;81
2017 Kvalsund;2017;Kvalsund;63800,00;0,00;0,00;0,00;0,00;63800,00;0,00;0,00;0,00;0,00;20;81
2018 Måsøy;2018;Måsøy;439800,00;0,00;0,00;0,00;0,00;439800,00;0,00;0,00;0,00;0,00;20;81
2019 Nordkapp;2019;Nordkapp;6297275,00;2347600,00;1575000,00;772600,00;400975,00;1048900,00;0,00;0,00;152200,00;0,00;20;81
2020 Porsanger;2020;Porsanger Porsángu Porsanki;22351200,00;10099800,00;3866000,00;6233800,00;0,00;1826800,00;185400,00;139400,00;0,00;0,00;20;82
2021 Kárásjohka Karasjok;2021;Kárásjohka Karasjok;944200,00;0,00;0,00;0,00;0,00;944200,00;0,00;0,00;0,00;0,00;20;82
2022 Lebesby;2022;Lebesby;154300,00;0,00;0,00;0,00;0,00;154300,00;0,00;0,00;0,00;0,00;20;82
2023 Gamvik;2023;Gamvik;1058900,00;0,00;0,00;0,00;0,00;1058900,00;0,00;0,00;0,00;0,00;20;83
2024 Berlevåg;2024;Berlevåg;302900,00;0,00;0,00;0,00;0,00;302900,00;0,00;0,00;0,00;0,00;20;83
2025 Deatnu Tana;2025;Deatnu Tana;7494100,00;3150000,00;3150000,00;0,00;0,00;1194100,00;0,00;0,00;0,00;0,00;20;82
2027 Unjargga-Nesseby;2027;Unjárga Nesseby;6940300,00;3017000,00;1417000,00;1600000,00;0,00;837700,00;0,00;45800,00;0,00;22800,00;20;83
2028 Båtsfjord;2028;Båtsfjord;4802100,00;1813600,00;708000,00;1105600,00;0,00;1151500,00;0,00;23400,00;0,00;0,00;20;83
2030 Sør-Varanger;2030;Sør-Varanger;45245800,00;19691800,00;6259000,00;13432800,00;933900,00;4675400,00;30900,00;210600,00;0,00;11400,00;20;83
