kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;fylkenr;naregnr
1133 Hjelmeland;1133;Hjelmeland;13447500,00;5850100,00;1704000,00;4146100,00;453000,00;1270900,00;0,00;23400,00;0,00;0,00;11;38
1134 Suldal;1134;Suldal;21710881,00;9602600,00;3560000,00;6042600,00;1114381,00;1344500,00;0,00;46800,00;0,00;0,00;11;38
1135 Sauda;1135;Sauda;19437000,00;8881400,00;2095000,00;6786400,00;0,00;1651300,00;0,00;22900,00;0,00;0,00;11;37
1141 Finnøy;1141;Finnøy;431400,00;0,00;0,00;0,00;0,00;246000,00;185400,00;0,00;0,00;0,00;11;38
1142 Rennesøy;1142;Rennesøy;14110800,00;6096000,00;2130000,00;3966000,00;0,00;1177200,00;741600,00;0,00;0,00;0,00;11;39
1144 Kvitsøy;1144;Kvitsøy;300200,00;0,00;0,00;0,00;0,00;300200,00;0,00;0,00;0,00;0,00;11;39
1145 Bokn;1145;Bokn;352200,00;0,00;0,00;0,00;0,00;352200,00;0,00;0,00;0,00;0,00;11;37
1146 Tysvær;1146;Tysvær;30029746,00;12381000,00;2799000,00;9582000,00;2351146,00;2614200,00;185400,00;117000,00;0,00;0,00;11;37
1149 Karmøy;1149;Karmøy;71146625,00;31058200,00;8000000,00;23058200,00;1319725,00;7037300,00;556200,00;117000,00;0,00;0,00;11;37
1151 Utsira;1151;Utsira;234700,00;0,00;0,00;0,00;0,00;234700,00;0,00;0,00;0,00;0,00;11;37
1160 Vindafjord;1160;Vindafjord;18053100,00;8034200,00;1467000,00;6567200,00;0,00;1984700,00;0,00;0,00;0,00;0,00;11;37
1201 Bergen;1201;Bergen;628089376,00;272433463,00;85230500,00;187202963,00;0,00;60443700,00;20981100,00;997300,00;604200,00;196150,00;12;40
1211 Etne;1211;Etne;10575000,00;4716000,00;2316000,00;2400000,00;0,00;1119600,00;0,00;23400,00;0,00;0,00;12;46
1216 Sveio;1216;Sveio;20207900,00;9269000,00;2213000,00;7056000,00;0,00;1623700,00;0,00;23400,00;0,00;22800,00;12;46
1219 Bømlo;1219;Bømlo;33966282,00;13308400,00;3909000,00;9399400,00;708682,00;5596800,00;927000,00;117000,00;0,00;0,00;12;46
1221 Stord;1221;Stord;28316800,00;11576400,00;4690000,00;6886400,00;0,00;4907400,00;0,00;70200,00;152200,00;34200,00;12;46
1222 Fitjar;1222;Fitjar;272900,00;0,00;0,00;0,00;0,00;272900,00;0,00;0,00;0,00;0,00;12;46
1223 Tysnes;1223;Tysnes;781900,00;0,00;0,00;0,00;0,00;781900,00;0,00;0,00;0,00;0,00;12;46
1224 Kvinnherad;1224;Kvinnherad;28427550,00;12601400,00;4026000,00;8575400,00;0,00;1792100,00;1375050,00;57600,00;0,00;0,00;12;46
1227 Jondal;1227;Jondal;323500,00;0,00;0,00;0,00;0,00;323500,00;0,00;0,00;0,00;0,00;12;42
1228 Odda;1228;Odda;24926152,00;9153000,00;4283000,00;4870000,00;730352,00;5495600,00;370800,00;23400,00;0,00;0,00;12;42
1231 Ullensvang;1231;Ullensvang;27668100,00;11561000,00;4629400,00;6931600,00;0,00;3837700,00;556200,00;0,00;152200,00;0,00;12;42
1232 Eidfjord;1232;Eidfjord;1944100,00;800000,00;0,00;800000,00;0,00;344100,00;0,00;0,00;0,00;0,00;12;42
1233 Ulvik;1233;Ulvik;4752600,00;2154000,00;2154000,00;0,00;0,00;427800,00;0,00;16800,00;0,00;0,00;12;42
1234 Granvin;1234;Granvin;266100,00;0,00;0,00;0,00;0,00;266100,00;0,00;0,00;0,00;0,00;12;42
1235 Voss;1235;Voss;55122050,00;23600400,00;11878000,00;11722400,00;0,00;7032900,00;726150,00;139400,00;0,00;22800,00;12;43
1238 Kvam;1238;Kvam;30266400,00;13603900,00;4658400,00;8945500,00;800100,00;2039200,00;0,00;150600,00;0,00;68700,00;12;42
1241 Fusa;1241;Fusa;1770900,00;708000,00;708000,00;0,00;0,00;354900,00;0,00;0,00;0,00;0,00;12;41
1242 Samnanger;1242;Samnanger;3095800,00;1136600,00;354000,00;782600,00;0,00;799200,00;0,00;23400,00;0,00;0,00;12;41
1243 Os (Hord.);1243;Os (Hord.);17258200,00;7188000,00;2542000,00;4646000,00;0,00;2812500,00;0,00;69700,00;0,00;0,00;12;41
1244 Austevoll;1244;Austevoll;3994700,00;1394000,00;1194000,00;200000,00;0,00;1183300,00;0,00;23400,00;0,00;0,00;12;46
1245 Sund;1245;Sund;9346000,00;2970500,00;1350000,00;1620500,00;0,00;3405000,00;0,00;0,00;0,00;0,00;12;47
1246 Fjell;1246;Fjell;30844700,00;13499600,00;3828000,00;9671600,00;253000,00;3498900,00;0,00;93600,00;0,00;0,00;12;47
1247 Askøy;1247;Askøy;41499750,00;18027000,00;4359000,00;13668000,00;0,00;3421500,00;1931250,00;70200,00;0,00;22800,00;12;47
1251 Vaksdal;1251;Vaksdal;16057800,00;7267000,00;1758000,00;5509000,00;0,00;1500400,00;0,00;23400,00;0,00;0,00;12;45
1252 Modalen;1252;Modalen;1176550,00;415000,00;215000,00;200000,00;0,00;300200,00;46350,00;0,00;0,00;0,00;12;45
1253 Osterøy;1253;Osterøy;1278800,00;0,00;0,00;0,00;0,00;1278800,00;0,00;0,00;0,00;0,00;12;45
1256 Meland;1256;Meland;13496550,00;5812400,00;1062000,00;4750400,00;262400,00;1423500,00;139050,00;46800,00;0,00;0,00;12;44
1259 Øygarden;1259;Øygarden;39800200,00;18751600,00;8559000,00;10192600,00;0,00;2099000,00;0,00;163800,00;0,00;34200,00;12;47
1260 Radøy;1260;Radøy;10556400,00;4729400,00;2556000,00;2173400,00;0,00;1074200,00;0,00;23400,00;0,00;0,00;12;44
1263 Lindås;1263;Lindås;22768600,00;9644600,00;4316000,00;5328600,00;0,00;2289300,00;1143300,00;46800,00;0,00;0,00;12;44
1264 Austrheim;1264;Austrheim;9969650,00;4506000,00;3636000,00;870000,00;0,00;934250,00;0,00;23400,00;0,00;0,00;12;44
1265 Fedje;1265;Fedje;705900,00;225000,00;0,00;225000,00;0,00;255900,00;0,00;0,00;0,00;0,00;12;44
1266 Masfjorden;1266;Masfjorden;287800,00;0,00;0,00;0,00;0,00;287800,00;0,00;0,00;0,00;0,00;12;44
1401 Flora;1401;Flora;78233269,00;34438000,00;11558000,00;22880000,00;489869,00;7380100,00;927000,00;255900,00;304400,00;0,00;14;51
1411 Gulen;1411;Gulen;3671100,00;1416000,00;1416000,00;0,00;0,00;792300,00;0,00;46800,00;0,00;0,00;14;48
1412 Solund;1412;Solund;180000,00;0,00;0,00;0,00;0,00;180000,00;0,00;0,00;0,00;0,00;14;48
1413 Hyllestad;1413;Hyllestad;7661800,00;3360600,00;1818000,00;1542600,00;0,00;847000,00;0,00;93600,00;0,00;0,00;14;48
1416 Høyanger;1416;Høyanger;20897300,00;9636600,00;2814000,00;6822600,00;0,00;1438700,00;185400,00;0,00;0,00;0,00;14;50
1417 Vik;1417;Vik;2789500,00;1227600,00;675000,00;552600,00;0,00;334300,00;0,00;0,00;0,00;0,00;14;50
1418 Balestrand;1418;Balestrand;4716500,00;1993000,00;0,00;1993000,00;0,00;730500,00;0,00;0,00;0,00;0,00;14;50
1419 Leikanger;1419;Leikanger;5081900,00;2100200,00;225000,00;1875200,00;0,00;881500,00;0,00;0,00;0,00;0,00;14;50
1420 Sogndal;1420;Sogndal;59483800,00;25381200,00;8624000,00;16757200,00;0,00;8385300,00;185400,00;116500,00;0,00;34200,00;14;50
1421 Aurland;1421;Aurland;226500,00;0,00;0,00;0,00;0,00;226500,00;0,00;0,00;0,00;0,00;14;50
1422 Lærdal;1422;Lærdal;2789400,00;1383000,00;1383000,00;0,00;0,00;0,00;0,00;23400,00;0,00;0,00;14;50
1424 Årdal;1424;Årdal;12539900,00;1652000,00;1512000,00;140000,00;0,00;9189100,00;0,00;46800,00;0,00;0,00;14;50
1426 Luster;1426;Luster;14797600,00;6890000,00;2687000,00;4203000,00;0,00;994700,00;0,00;22900,00;0,00;0,00;14;50
1428 Askvoll;1428;Askvoll;784100,00;0,00;0,00;0,00;0,00;784100,00;0,00;0,00;0,00;0,00;14;48
1429 Fjaler;1429;Fjaler;364000,00;0,00;0,00;0,00;0,00;364000,00;0,00;0,00;0,00;0,00;14;48
1430 Gaular;1430;Gaular;281200,00;0,00;0,00;0,00;0,00;281200,00;0,00;0,00;0,00;0,00;14;51
1431 Jølster;1431;Jølster;13211300,00;4536800,00;1416000,00;3120800,00;0,00;4137700,00;0,00;0,00;0,00;0,00;14;51
1432 Førde;1432;Førde;33438800,00;13468400,00;2056000,00;11412400,00;0,00;6050700,00;370800,00;46300,00;0,00;34200,00;14;51
1433 Naustdal;1433;Naustdal;560000,00;0,00;0,00;0,00;0,00;560000,00;0,00;0,00;0,00;0,00;14;51
1438 Bremanger;1438;Bremanger;18609400,00;6755600,00;177000,00;6578600,00;0,00;4912800,00;185400,00;0,00;0,00;0,00;14;49
1439 Vågsøy;1439;Vågsøy;942300,00;70000,00;0,00;70000,00;0,00;802300,00;0,00;0,00;0,00;0,00;14;49
1441 Selje;1441;Selje;967700,00;0,00;0,00;0,00;0,00;967700,00;0,00;0,00;0,00;0,00;14;49
1443 Eid;1443;Eid;21642750,00;9374000,00;5171000,00;4203000,00;0,00;1417700,00;1313250,00;163800,00;0,00;0,00;14;49
1444 Hornindal;1444;Hornindal;31900,00;0,00;0,00;0,00;0,00;31900,00;0,00;0,00;0,00;0,00;14;49
1445 Gloppen;1445;Gloppen;27952300,00;12001800,00;4258000,00;7743800,00;0,00;2090400,00;1730400,00;116500,00;0,00;11400,00;14;49
1449 Stryn;1449;Stryn;32590800,00;15176200,00;5952000,00;9224200,00;0,00;2004400,00;0,00;234000,00;0,00;0,00;14;49
1502 Molde;1502;Molde;125973690,00;53682100,00;20968000,00;32714100,00;3553190,00;9693200,00;4511400,00;349500,00;456600,00;45600,00;15;53
1504 Ålesund;1504;Ålesund;83430454,00;32372950,00;9419000,00;22953950,00;650054,00;11732900,00;6056400,00;70200,00;152200,00;22800,00;15;56
1505 Kristiansund;1505;Kristiansund;87026610,00;40266000,00;16322000,00;23944000,00;235810,00;5126700,00;0,00;439100,00;590400,00;102600,00;15;52
1511 Vanylven;1511;Vanylven;4142000,00;1929000,00;1929000,00;0,00;0,00;260600,00;0,00;23400,00;0,00;0,00;15;55
1514 Sande (M. og R.);1514;Sande (M. og R.);1150400,00;0,00;0,00;0,00;0,00;965000,00;185400,00;0,00;0,00;0,00;15;55
1515 Herøy (M. og R.);1515;Herøy (M. og R.);13436900,00;5871600,00;1416000,00;4455600,00;0,00;1670300,00;0,00;23400,00;0,00;0,00;15;55
1516 Ulstein;1516;Ulstein;41371582,00;16591091,00;5559691,00;11031400,00;800100,00;6879100,00;370800,00;139400,00;0,00;0,00;15;55
1517 Hareid;1517;Hareid;11564700,00;4683600,00;745000,00;3938600,00;160000,00;1458500,00;556200,00;0,00;0,00;22800,00;15;55
1519 Volda;1519;Volda;59425990,00;21393200,00;6450000,00;14943200,00;2854940,00;9611800,00;4032450,00;140400,00;0,00;0,00;15;55
1520 Ørsta;1520;Ørsta;36973874,00;15687800,00;5025000,00;10662800,00;0,00;2579400,00;2890974,00;116500,00;0,00;11400,00;15;55
1523 Ørskog;1523;Ørskog;10748100,00;4666900,00;3557500,00;1109400,00;0,00;1238700,00;0,00;23400,00;152200,00;0,00;15;54
1524 Norddal;1524;Norddal;332600,00;0,00;0,00;0,00;0,00;332600,00;0,00;0,00;0,00;0,00;15;54
1525 Stranda;1525;Stranda;899600,00;0,00;0,00;0,00;0,00;899600,00;0,00;0,00;0,00;0,00;15;54
1526 Stordal;1526;Stordal;214100,00;0,00;0,00;0,00;0,00;214100,00;0,00;0,00;0,00;0,00;15;54
1528 Sykkylven;1528;Sykkylven;26202700,00;11805800,00;3602000,00;8203800,00;0,00;2487600,00;0,00;92100,00;0,00;11400,00;15;54
1529 Skodje;1529;Skodje;783000,00;0,00;0,00;0,00;0,00;783000,00;0,00;0,00;0,00;0,00;15;56
1531 Sula;1531;Sula;7612700,00;3103000,00;1383000,00;1720000,00;0,00;1406700,00;0,00;0,00;0,00;0,00;15;56
1532 Giske;1532;Giske;21171800,00;9760600,00;2996000,00;6764600,00;0,00;1650600,00;0,00;0,00;0,00;0,00;15;56
1534 Haram;1534;Haram;25621100,00;11367000,00;3555000,00;7812000,00;0,00;2631500,00;185400,00;70200,00;0,00;0,00;15;56
1535 Vestnes;1535;Vestnes;23838375,00;8300200,00;4615000,00;3685200,00;0,00;6580000,00;542575,00;92600,00;0,00;22800,00;15;53
1539 Rauma;1539;Rauma;979100,00;0,00;0,00;0,00;0,00;979100,00;0,00;0,00;0,00;0,00;15;53
1543 Nesset;1543;Nesset;4798000,00;2250000,00;2250000,00;0,00;0,00;298000,00;0,00;0,00;0,00;0,00;15;53
1545 Midsund;1545;Midsund;952200,00;0,00;0,00;0,00;0,00;952200,00;0,00;0,00;0,00;0,00;15;53
1546 Sandøy;1546;Sandøy;334800,00;0,00;0,00;0,00;0,00;334800,00;0,00;0,00;0,00;0,00;15;56
1547 Aukra;1547;Aukra;4394700,00;1677000,00;354000,00;1323000,00;0,00;1017300,00;0,00;23400,00;0,00;0,00;15;53
1548 Fræna;1548;Fræna;11651200,00;4990400,00;1110000,00;3880400,00;0,00;1647000,00;0,00;23400,00;0,00;0,00;15;53
1551 Eide;1551;Eide;6292400,00;2523200,00;145000,00;2378200,00;0,00;1223100,00;0,00;22900,00;0,00;0,00;15;52
1554 Averøy;1554;Averøy;12884600,00;5362000,00;2362000,00;3000000,00;535500,00;1579300,00;0,00;45800,00;0,00;0,00;15;52
1557 Gjemnes;1557;Gjemnes;695300,00;0,00;0,00;0,00;0,00;695300,00;0,00;0,00;0,00;0,00;15;52
1560 Tingvoll;1560;Tingvoll;11989100,00;3951200,00;2766000,00;1185200,00;0,00;3877900,00;185400,00;23400,00;0,00;0,00;15;52
1563 Sunndal;1563;Sunndal;67881528,00;25609000,00;6658000,00;18951000,00;660228,00;13638100,00;2224800,00;140400,00;0,00;0,00;15;52
1566 Surnadal;1566;Surnadal;17373000,00;8001000,00;5241000,00;2760000,00;0,00;1300800,00;0,00;70200,00;0,00;0,00;15;52
1567 Rindal;1567;Rindal;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15;52
1571 Halsa;1571;Halsa;2708000,00;885000,00;885000,00;0,00;0,00;891200,00;0,00;46800,00;0,00;0,00;15;52
1573 Smøla;1573;Smøla;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15;52
1576 Aure;1576;Aure;22399796,00;10221700,00;2675000,00;7546700,00;451096,00;1481900,00;0,00;23400,00;0,00;0,00;15;52
1601 Trondheim;1601;Trondheim;501411278,00;211893712,00;61269612,00;150624100,00;22656871,00;37498500,00;15385483,00;856700,00;913200,00;313100,00;16;61
1612 Hemne;1612;Hemne;11333100,00;3610000,00;1287000,00;2323000,00;0,00;4066300,00;0,00;0,00;0,00;46800,00;16;60
1613 Snillfjord;1613;Snillfjord;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16;60
1617 Hitra;1617;Hitra;12568200,00;4393000,00;2250000,00;2143000,00;0,00;3782200,00;0,00;0,00;0,00;0,00;16;58
1620 Frøya;1620;Frøya;1345100,00;140000,00;0,00;140000,00;0,00;1065100,00;0,00;0,00;0,00;0,00;16;58
1621 Ørland;1621;Ørland;1057500,00;0,00;0,00;0,00;0,00;1057500,00;0,00;0,00;0,00;0,00;16;57
1622 Agdenes;1622;Agdenes;349600,00;0,00;0,00;0,00;0,00;349600,00;0,00;0,00;0,00;0,00;16;60
1624 Rissa;1624;Rissa;25067200,00;11508800,00;5598000,00;5910800,00;0,00;1726700,00;185400,00;46300,00;0,00;91200,00;16;57
1627 Bjugn;1627;Bjugn;3360400,00;1125000,00;1125000,00;0,00;0,00;1110400,00;0,00;0,00;0,00;0,00;16;57
1630 Åfjord;1630;Åfjord;4279100,00;1679000,00;1479000,00;200000,00;0,00;921100,00;0,00;0,00;0,00;0,00;16;57
1632 Roan;1632;Roan;214100,00;0,00;0,00;0,00;0,00;214100,00;0,00;0,00;0,00;0,00;16;57
1633 Osen;1633;Osen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16;57
1634 Oppdal;1634;Oppdal;25900000,00;12119400,00;4750000,00;7369400,00;0,00;1568100,00;0,00;93100,00;0,00;0,00;16;59
1635 Rennebu;1635;Rennebu;11635900,00;5209000,00;3009000,00;2200000,00;0,00;1113900,00;0,00;92600,00;0,00;11400,00;16;59
1636 Meldal;1636;Meldal;5155900,00;2091000,00;2091000,00;0,00;0,00;927100,00;0,00;46800,00;0,00;0,00;16;60
1638 Orkdal;1638;Orkdal;36618508,00;16875350,00;5103000,00;11772350,00;0,00;2601300,00;196308,00;70200,00;0,00;0,00;16;60
1640 Røros;1640;Røros;11999200,00;5450200,00;2412000,00;3038200,00;0,00;1052000,00;0,00;46800,00;0,00;0,00;16;62
1644 Holtålen;1644;Holtålen;246000,00;0,00;0,00;0,00;0,00;246000,00;0,00;0,00;0,00;0,00;16;62
1648 Midtre Gauldal;1648;Midtre Gauldal;16855481,00;7641200,00;2477000,00;5164200,00;421881,00;1035200,00;0,00;116000,00;0,00;0,00;16;61
1653 Melhus;1653;Melhus;22068800,00;9810600,00;1919000,00;7891600,00;0,00;2262200,00;185400,00;0,00;0,00;0,00;16;61
1657 Skaun;1657;Skaun;8329200,00;3372800,00;1335000,00;2037800,00;0,00;1536800,00;0,00;46800,00;0,00;0,00;16;61
1662 Klæbu;1662;Klæbu;1727933,00;0,00;0,00;0,00;785733,00;942200,00;0,00;0,00;0,00;0,00;16;61
1663 Malvik;1663;Malvik;18078900,00;7540400,00;1907000,00;5633400,00;825700,00;2138100,00;0,00;22900,00;0,00;11400,00;16;61
1664 Selbu;1664;Selbu;214100,00;0,00;0,00;0,00;0,00;214100,00;0,00;0,00;0,00;0,00;16;61
1665 Tydal;1665;Tydal;1034700,00;400000,00;0,00;400000,00;0,00;234700,00;0,00;0,00;0,00;0,00;16;62
1702 Steinkjer;1702;Steinkjer;64610350,00;26150200,00;6961000,00;19189200,00;0,00;10238900,00;1807650,00;70200,00;147600,00;45600,00;17;64
1703 Namsos;1703;Namsos;73436900,00;30894600,00;8058000,00;22836600,00;320000,00;10931700,00;185400,00;210600,00;0,00;0,00;17;67
1711 Meråker;1711;Meråker;23039561,00;9463400,00;2494000,00;6969400,00;1181061,00;2862000,00;0,00;46800,00;0,00;22900,00;17;63
1714 Stjørdal;1714;Stjørdal;77011618,00;33327400,00;8990000,00;24337400,00;0,00;5939300,00;3825318,00;137400,00;295200,00;159600,00;17;63
1717 Frosta;1717;Frosta;4998300,00;2058000,00;2058000,00;0,00;0,00;835500,00;0,00;46800,00;0,00;0,00;17;63
1718 Leksvik;1718;Leksvik;13564200,00;6055200,00;2337000,00;3718200,00;0,00;1361200,00;0,00;92600,00;0,00;0,00;17;57
1719 Levanger;1719;Levanger;73527696,00;31734500,00;9529500,00;22205000,00;795196,00;7548600,00;1668600,00;46300,00;0,00;0,00;17;64
1721 Verdal;1721;Verdal;50951314,00;19375600,00;6808000,00;12567600,00;8434814,00;3116000,00;556200,00;93100,00;0,00;0,00;17;64
1724 Verran;1724;Verran;17975800,00;8253000,00;1910000,00;6343000,00;0,00;1424000,00;0,00;45800,00;0,00;0,00;17;64
1725 Namdalseid;1725;Namdalseid;266100,00;0,00;0,00;0,00;0,00;266100,00;0,00;0,00;0,00;0,00;17;67
1736 Snåsa;1736;Snåsa;13981800,00;6418000,00;4418000,00;2000000,00;0,00;1076600,00;0,00;69200,00;0,00;0,00;17;65
1738 Lierne;1738;Lierne;5728800,00;2718000,00;2718000,00;0,00;0,00;246000,00;0,00;46800,00;0,00;0,00;17;65
1739 Røyrvik;1739;Røyrvik;266100,00;0,00;0,00;0,00;0,00;266100,00;0,00;0,00;0,00;0,00;17;65
1740 Namsskogan;1740;Namsskogan;300700,00;0,00;0,00;0,00;0,00;300700,00;0,00;0,00;0,00;0,00;17;65
1742 Grong;1742;Grong;35964300,00;12026250,00;3566000,00;8460250,00;0,00;7547100,00;4295100,00;46800,00;0,00;22800,00;17;65
1743 Høylandet;1743;Høylandet;180000,00;0,00;0,00;0,00;0,00;180000,00;0,00;0,00;0,00;0,00;17;65
1744 Overhalla;1744;Overhalla;22171129,00;8898100,00;2679500,00;6218600,00;310879,00;1442400,00;2599250,00;0,00;0,00;22400,00;17;67
1748 Fosnes;1748;Fosnes;214100,00;0,00;0,00;0,00;0,00;214100,00;0,00;0,00;0,00;0,00;17;67
1749 Flatanger;1749;Flatanger;214100,00;0,00;0,00;0,00;0,00;214100,00;0,00;0,00;0,00;0,00;17;67
1750 Vikna;1750;Vikna;29482500,00;13537200,00;4910000,00;8627200,00;0,00;2314500,00;0,00;93600,00;0,00;0,00;17;66
1751 Nærøy;1751;Nærøy;42238600,00;19696400,00;6861000,00;12835400,00;160000,00;2511700,00;0,00;139900,00;0,00;34200,00;17;66
1755 Leka;1755;Leka;246000,00;0,00;0,00;0,00;0,00;246000,00;0,00;0,00;0,00;0,00;17;66
1756 Inderøy (f.o.m. 2012);1756;Inderøy (f.o.m. 2012);25463900,00;11687000,00;4205000,00;7482000,00;0,00;1890900,00;0,00;46800,00;152200,00;0,00;17;64
1804 Bodø;1804;Bodø;159332060,00;65632500,00;22990000,00;42642500,00;4544560,00;20311200,00;2966400,00;233500,00;0,00;11400,00;18;73
1805 Narvik;1805;Narvik;75230100,00;32585400,00;12551000,00;20034400,00;575100,00;8910700,00;185400,00;137900,00;147600,00;102600,00;18;74
1811 Bindal;1811;Bindal;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18;68
1812 Sømna;1812;Sømna;14542100,00;6534800,00;2161000,00;4373800,00;0,00;1402900,00;0,00;46800,00;0,00;22800,00;18;68
1813 Brønnøy;1813;Brønnøy;40357800,00;18931400,00;8066000,00;10865400,00;0,00;2331200,00;0,00;163800,00;0,00;0,00;18;68
1815 Vega;1815;Vega;835500,00;0,00;0,00;0,00;0,00;835500,00;0,00;0,00;0,00;0,00;18;68
1816 Vevelstad;1816;Vevelstad;234700,00;0,00;0,00;0,00;0,00;234700,00;0,00;0,00;0,00;0,00;18;68
1818 Herøy (Nordl.);1818;Herøy (Nordl.);6072600,00;2463400,00;0,00;2463400,00;0,00;1145800,00;0,00;0,00;0,00;0,00;18;69
1820 Alstahaug;1820;Alstahaug;75716650,00;32628350,00;12177000,00;20451350,00;0,00;7236100,00;2889150,00;254900,00;0,00;79800,00;18;69
1822 Leirfjord;1822;Leirfjord;29615500,00;13826600,00;4005000,00;9821600,00;0,00;1753500,00;185400,00;23400,00;0,00;0,00;18;69
1824 Vefsn;1824;Vefsn;47273850,00;18725000,00;6507000,00;12218000,00;0,00;6344900,00;3186350,00;140400,00;152200,00;0,00;18;71
1825 Grane;1825;Grane;255900,00;0,00;0,00;0,00;0,00;255900,00;0,00;0,00;0,00;0,00;18;71
1826 Hattfjelldal;1826;Hattfjelldal;16049500,00;3986000,00;1560000,00;2426000,00;0,00;8007300,00;0,00;70200,00;0,00;0,00;18;71
1827 Dønna;1827;Dønna;180900,00;0,00;0,00;0,00;0,00;180900,00;0,00;0,00;0,00;0,00;18;69
1828 Nesna;1828;Nesna;39657050,00;12502900,00;3861000,00;8641900,00;745560,00;8312600,00;5570190,00;22900,00;0,00;0,00;18;72
1832 Hemnes;1832;Hemnes;8508200,00;3558400,00;645000,00;2913400,00;165100,00;1226300,00;0,00;0,00;0,00;0,00;18;72
1833 Rana;1833;Rana;72615867,00;31821600,00;8332000,00;23489600,00;214400,00;7370300,00;1118767,00;117000,00;152200,00;0,00;18;72
1834 Lurøy;1834;Lurøy;376000,00;0,00;0,00;0,00;0,00;376000,00;0,00;0,00;0,00;0,00;18;70
1835 Træna;1835;Træna;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18;70
1836 Rødøy;1836;Rødøy;334300,00;0,00;0,00;0,00;0,00;334300,00;0,00;0,00;0,00;0,00;18;70
1837 Meløy;1837;Meløy;22249700,00;9979800,00;4219000,00;5760800,00;0,00;2196500,00;0,00;93600,00;0,00;0,00;18;73
1838 Gildeskål;1838;Gildeskål;21185000,00;9781200,00;2203000,00;7578200,00;0,00;1611200,00;0,00;0,00;0,00;11400,00;18;73
1839 Beiarn;1839;Beiarn;6639600,00;2862000,00;1062000,00;1800000,00;0,00;822000,00;0,00;93600,00;0,00;0,00;18;73
1840 Saltdal;1840;Saltdal;28514500,00;9147600,00;3922000,00;5225600,00;0,00;9666700,00;370800,00;0,00;147600,00;34200,00;18;73
1841 Fauske;1841;Fauske;40012300,00;18723800,00;6144000,00;12579800,00;0,00;2471100,00;0,00;93600,00;0,00;0,00;18;73
1845 Sørfold;1845;Sørfold;793000,00;0,00;0,00;0,00;0,00;793000,00;0,00;0,00;0,00;0,00;18;73
1848 Steigen;1848;Steigen;15238100,00;7025000,00;2106000,00;4919000,00;0,00;1164700,00;0,00;23400,00;0,00;0,00;18;73
1849 Hamarøy;1849;Hamarøy;24910641,00;8690800,00;2820000,00;5870800,00;0,00;1773600,00;5709241,00;23400,00;0,00;22800,00;18;73
1850 Tysfjord;1850;Tysfjord;7789800,00;3292400,00;322000,00;2970400,00;0,00;1193600,00;0,00;0,00;0,00;11400,00;18;74
1851 Lødingen;1851;Lødingen;28692300,00;9949800,00;3576000,00;6373800,00;0,00;8445500,00;278100,00;46300,00;0,00;22800,00;18;76
1852 Tjeldsund;1852;Tjeldsund;871800,00;0,00;0,00;0,00;0,00;871800,00;0,00;0,00;0,00;0,00;18;74
1853 Evenes;1853;Evenes;10958300,00;4937400,00;1131000,00;3806400,00;0,00;1014800,00;0,00;68700,00;0,00;0,00;18;74
1854 Ballangen;1854;Ballangen;17272200,00;7809100,00;3153000,00;4656100,00;0,00;1607200,00;0,00;46800,00;0,00;0,00;18;74
1856 Røst;1856;Røst;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18;75
1857 Værøy;1857;Værøy;300200,00;0,00;0,00;0,00;0,00;300200,00;0,00;0,00;0,00;0,00;18;75
1859 Flakstad;1859;Flakstad;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18;75
1860 Vestvågøy;1860;Vestvågøy;74722800,00;29905400,00;8205000,00;21700400,00;4233200,00;6962100,00;3553500,00;140400,00;0,00;22800,00;18;75
1865 Vågan;1865;Vågan;63900666,00;26264800,00;9459000,00;16805800,00;386700,00;7408800,00;3436266,00;116500,00;0,00;22800,00;18;75
1866 Hadsel;1866;Hadsel;40728044,00;17094000,00;5049000,00;12045000,00;1580244,00;4751300,00;0,00;185700,00;0,00;22800,00;18;76
1867 Bø (Nordl.);1867;Bø (Nordl.);18223700,00;8015000,00;2535000,00;5480000,00;479300,00;1599600,00;0,00;69200,00;0,00;45600,00;18;76
1868 Øksnes;1868;Øksnes;7583500,00;3058600,00;933000,00;2125600,00;0,00;1442900,00;0,00;23400,00;0,00;0,00;18;76
1870 Sortland;1870;Sortland;53885466,00;24614200,00;7425000,00;17189200,00;0,00;2725600,00;1767666,00;163800,00;0,00;0,00;18;76
1871 Andøy;1871;Andøy;44145500,00;20558400,00;5527000,00;15031400,00;635000,00;2267400,00;0,00;92100,00;0,00;34200,00;18;76
1874 Moskenes;1874;Moskenes;289400,00;0,00;0,00;0,00;0,00;289400,00;0,00;0,00;0,00;0,00;18;75
1902 Tromsø;1902;Tromsø;218392383,00;94820200,00;29588000,00;65232200,00;1600200,00;20482500,00;5925583,00;370900,00;304400,00;68400,00;19;79
