"kommune_nr","aar","enhet","tabell_navn","barnehage_tilsk","ekstra_bosetting_tilsk","eldre_tilsk","em_tilsk","funkhem","inttilsk_1","inttilsk_1_5","inttilsk_2_5","norsk_samf_tilsk","skole_tilsk","totalt","totalt_2","sjekk"
1246,2015,"kroner","tilskudd",181900,50000,0,398050,0,7429000,18281800,10852800,3414412.5,0,22326162.5,22326162.5,0
1247,2015,"kroner","tilskudd",167800,0,0,1847758,0,7270000,20745400,13475400,3646000,0,26406958,26406958,0
1251,2015,"kroner","tilskudd",24400,0,157500,0,0,2052000,7218800,5166800,1634637.5,0,9035337.5,9035337.5,0
1252,2015,"kroner","tilskudd",0,0,0,0,0,0,152000,152000,247800,0,399800,399800,0
1253,2015,"kroner","tilskudd",47800,0,0,0,0,4967000,6857000,1890000,1959600,0,8864400,8864400,0
1256,2015,"kroner","tilskudd",48800,300000,0,191300,0,4476000,9358800,4882800,1639375,0,11538275,11538275,0
1259,2015,"kroner","tilskudd",73200,0,157500,0,0,2698000,16068600,13370600,2005237.5,0,18304537.5,18304537.5,0
1260,2015,"kroner","tilskudd",24400,0,0,0,0,2811000,6326000,3515000,1521475,0,7871875,7871875,0
1263,2015,"kroner","tilskudd",24400,0,0,1131858,0,3626000,11418200,7792200,2724375,0,15298833,15298833,0
1264,2015,"kroner","tilskudd",24400,0,0,0,0,1328000,6556000,5228000,1377925,0,7958325,7958325,0
1265,2015,"kroner","tilskudd",0,0,0,0,0,0,210000,210000,264700,0,474700,474700,0
1266,2015,"kroner","tilskudd",73200,100000,0,0,0,2184000,2184000,0,370325,0,2727525,2727525,0
1401,2015,"kroner","tilskudd",170800,550000,157500,956500,539440,10821000,38447000,27626000,7320912.5,0,48142152.5,48142152.5,0
1411,2015,"kroner","tilskudd",0,0,0,0,0,232000,1912000,1680000,1097762.5,0,3009762.5,3009762.5,0
1412,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,325300,0,325300,325300,0
1413,2015,"kroner","tilskudd",0,0,0,0,0,0,3164000,3164000,1016600,0,4180600,4180600,0
1416,2015,"kroner","tilskudd",24400,0,0,191300,0,2948000,10482200,7534200,6136624.99,0,16834524.99,16834524.99,-0.00000000372529029846191
1417,2015,"kroner","tilskudd",48800,550000,0,0,0,4454000,5236000,782000,953937.5,0,6788737.5,6788737.5,0
1418,2015,"kroner","tilskudd",24400,50000,0,0,0,2302000,3343000,1041000,832812.5,0,4250212.5,4250212.5,0
1419,2015,"kroner","tilskudd",122000,400000,157500,0,0,3758000,5102400,1344400,959287.5,0,6741187.5,6741187.5,0
1420,2015,"kroner","tilskudd",47800,150000,0,255067,0,9662000,29678400,20016400,8411249.99,0,38542516.99,38542516.99,0
1421,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,191962.5,0,191962.5,191962.5,0
1422,2015,"kroner","tilskudd",24400,0,0,0,0,2170000,3640000,1470000,1156075,0,4820475,4820475,0
1424,2015,"kroner","tilskudd",24400,0,0,0,0,1888000,3650200,1762200,7039208.33,0,10713808.33,10713808.33,0
1426,2015,"kroner","tilskudd",48800,300000,0,0,0,2484000,7062800,4578800,1443975,0,8855575,8855575,0
1428,2015,"kroner","tilskudd",0,0,0,0,0,1160000,1160000,0,279275,0,1439275,1439275,0
1429,2015,"kroner","tilskudd",24400,50000,0,0,0,2384000,2384000,0,980175,0,3438575,3438575,0
1430,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,215900,0,215900,215900,0
1431,2015,"kroner","tilskudd",24400,0,0,63767,0,1820000,5231600,3411600,5194091.66,0,10513858.66,10513858.66,0
1432,2015,"kroner","tilskudd",23400,0,157500,382600,0,3220000,13566200,10346200,7254556.66,0,21384256.66,21384256.66,0
1433,2015,"kroner","tilskudd",24400,0,0,0,0,910000,910000,0,699600,0,1634000,1634000,0
1438,2015,"kroner","tilskudd",23400,0,0,191300,7758200,3327000,3327000,0,1893450,0,13193350,13193350,0
1439,2015,"kroner","tilskudd",72200,25000,0,0,0,3356000,4686000,1330000,1619537.5,0,6402737.5,6402737.5,0
1441,2015,"kroner","tilskudd",48800,150000,0,0,0,3094000,3094000,0,939337.5,0,4232137.5,4232137.5,0
1443,2015,"kroner","tilskudd",48800,150000,0,1243450,0,6335000,15089600,8754600,2075812.5,0,18607662.5,18607662.5,0
1444,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,269700,0,269700,269700,0
1445,2015,"kroner","tilskudd",48800,650000,157500,1992708,0,5578000,14540200,8962200,2204975,0,19594183,19594183,0
1449,2015,"kroner","tilskudd",71700,800000,0,159416,0,6974000,20363400,13389400,2643487.5,0,24038003.5,24038003.5,0
1502,2015,"kroner","tilskudd",708100,50000,157500,4921550,6375518,27240000,0,50272200,9056112.5,0,0,21268780.5,-21268780.5
1504,2015,"kroner","tilskudd",290800,0,0,6105166,1321438,16921400,0,26651800,11974016.66,0,0,19691420.66,-19691420.66
1505,2015,"kroner","tilskudd",72200,0,152200,0,0,9383000,37854000,28471000,6223212.5,0,44301612.5,44301612.5,0
1511,2015,"kroner","tilskudd",0,0,0,0,0,696000,2586000,1890000,1323950,0,3909950,3909950,0
1514,2015,"kroner","tilskudd",24400,0,0,0,0,546000,546000,0,877037.5,0,1447437.5,1447437.5,0
1515,2015,"kroner","tilskudd",48800,0,157500,0,0,2459000,7120200,4661200,1664112.5,0,8990612.5,8990612.5,0
1516,2015,"kroner","tilskudd",48800,600000,157500,765200,0,6410000,19112400,12702400,7828770.83,0,28512670.83,28512670.83,0
1517,2015,"kroner","tilskudd",0,0,0,382600,-116257,2118000,4734400,2616400,2580881.66,0,7581624.66,7581624.66,0
1519,2015,"kroner","tilskudd",48800,400000,0,3188333,8050900,9312000,24047800,14735800,9012987.5,0,44748820.5,44748820.5,0
1520,2015,"kroner","tilskudd",73200,0,0,3076741,485500,4404000,14678600,10274600,2756375,0,21070416,21070416,0
1523,2015,"kroner","tilskudd",0,0,0,0,0,1938000,5358200,3420200,1248350,0,6606550,6606550,0
1524,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,896900,0,896900,896900,0
1525,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,752400,0,752400,752400,0
1526,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,180000,0,180000,180000,0
1528,2015,"kroner","tilskudd",0,0,0,0,0,2734000,9267600,6533600,2293900,0,11561500,11561500,0
1529,2015,"kroner","tilskudd",97600,50000,0,0,0,3866000,5126000,1260000,1228337.5,0,6501937.5,6501937.5,0
1531,2015,"kroner","tilskudd",0,0,0,0,0,696000,3551100,2855100,1701162.5,0,5252262.5,5252262.5,0
1532,2015,"kroner","tilskudd",0,0,0,191300,0,2302000,8743400,6441400,2035975,0,10970675,10970675,0
1534,2015,"kroner","tilskudd",119000,0,157500,0,0,5249000,14938000,9689000,3265537.5,0,18480037.5,18480037.5,0
1535,2015,"kroner","tilskudd",48800,0,0,620160,735064,2962000,7390400,4428400,6148841.66,0,14943265.66,14943265.66,0
1539,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,711300,0,711300,711300,0
1543,2015,"kroner","tilskudd",48800,0,0,0,0,4172000,6272000,2100000,1509987.5,0,7830787.5,7830787.5,0
1545,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,869000,0,869000,869000,0
1546,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,649700,0,649700,649700,0
1547,2015,"kroner","tilskudd",24400,1050000,0,0,0,6310000,7515000,1205000,1346525,0,9935925,9935925,0
1548,2015,"kroner","tilskudd",24400,0,0,0,0,960000,4708200,3748200,1356712.5,0,6089312.5,6089312.5,0
1551,2015,"kroner","tilskudd",0,0,0,1015200,0,464000,1458600,994600,1054687.5,0,3528487.5,3528487.5,0
1554,2015,"kroner","tilskudd",24400,0,157500,0,700000,1965000,5925000,3960000,1775912.5,0,8582812.5,8582812.5,0
1557,2015,"kroner","tilskudd",0,0,0,0,0,464000,464000,0,717500,0,1181500,1181500,0
1560,2015,"kroner","tilskudd",0,0,0,191300,0,1142000,4620400,3478400,6229320.83,0,11041020.83,11041020.83,0
1563,2015,"kroner","tilskudd",121000,1050000,0,2582550,573095,11710000,32510800,20800800,14492177.5,0,51329622.5,51329622.5,0
1566,2015,"kroner","tilskudd",47800,0,0,0,0,4335000,11771000,7436000,1895987.5,0,13714787.5,13714787.5,0
1567,2015,"kroner","tilskudd",24400,100000,0,0,0,2634000,2634000,0,1033237.5,0,3791637.5,3791637.5,0
1571,2015,"kroner","tilskudd",0,350000,0,0,0,3394000,4444000,1050000,1005237.5,0,5799237.5,5799237.5,0
1573,2015,"kroner","tilskudd",24400,250000,0,0,0,2980000,2980000,0,328287.5,0,3582687.5,3582687.5,0
1576,2015,"kroner","tilskudd",0,50000,0,0,0,4466000,13167400,8701400,2141962.5,0,15359362.5,15359362.5,0
1601,2015,"kroner","tilskudd",1381300,2050000,1426000,17182660,36682379,99194500,267885000,168690500,51251674.99,128800,377987814,377987813.99,0.00999999046325684
1612,2015,"kroner","tilskudd",24400,100000,0,0,0,2184000,5067350,2883350,6614975,0,11806725,11806725,0
1613,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,355937.5,0,355937.5,355937.5,0
1617,2015,"kroner","tilskudd",0,0,0,0,0,0,3153000,3153000,1698400,0,4851400,4851400,0
1620,2015,"kroner","tilskudd",0,50000,0,0,0,3480000,3550000,70000,1256750,0,4856750,4856750,0
1621,2015,"kroner","tilskudd",97600,0,0,0,0,5148000,7318000,2170000,1548837.5,0,8964437.5,8964437.5,0
1622,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,215900,0,215900,215900,0
1624,2015,"kroner","tilskudd",47800,0,0,0,0,4065000,12348600,8283600,2097025,0,14493425,14493425,0
1627,2015,"kroner","tilskudd",24400,0,0,0,0,3962000,5432000,1470000,1481550,0,6937950,6937950,0
1630,2015,"kroner","tilskudd",73200,0,0,0,0,2796800,4418800,1622000,1360200,0,5852200,5852200,0
1632,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,192800,0,192800,192800,0
1633,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,0,0,0,0,0
1634,2015,"kroner","tilskudd",119000,0,0,0,0,4840400,13994700,9154300,1846050,0,15959750,15959750,0
1635,2015,"kroner","tilskudd",48800,250000,0,0,0,2284000,6056000,3772000,1499187.5,0,7853987.5,7853987.5,0
1636,2015,"kroner","tilskudd",48800,200000,0,191300,0,2698000,5008000,2310000,1516025,0,6964125,6964125,0
1638,2015,"kroner","tilskudd",96600,50000,157500,318833,0,7781000,19412650,11631650,2925162.5,0,22960745.5,22960745.5,0
1640,2015,"kroner","tilskudd",0,0,0,191300,0,2406000,6983000,4577000,1577000,0,8751300,8751300,0
1644,2015,"kroner","tilskudd",0,0,0,0,0,1856000,1856000,0,237800,0,2093800,2093800,0
1648,2015,"kroner","tilskudd",23400,0,0,0,352091,2761000,8782600,6021600,1290437.5,0,10448528.5,10448528.5,0
1653,2015,"kroner","tilskudd",146400,400000,0,271008,2548454,6156000,12469000,6313000,2831312.5,0,18666174.5,18666174.5,0
1657,2015,"kroner","tilskudd",0,0,0,0,0,2038000,4794600,2756600,1542162.5,0,6336762.5,6336762.5,0
1662,2015,"kroner","tilskudd",0,0,0,0,0,2250000,4350000,2100000,1260500,0,5610500,5610500,0
1663,2015,"kroner","tilskudd",48800,0,0,0,1978010,5821000,12060600,6239600,2553850,0,16641260,16641260,0
1664,2015,"kroner","tilskudd",72200,0,0,0,0,4408000,6660000,2252000,1384750,0,8116950,8116950,0
1665,2015,"kroner","tilskudd",23400,0,0,0,0,3089000,5131000,2042000,1103975,0,6258375,6258375,0
1702,2015,"kroner","tilskudd",0,300000,0,1721700,0,0,16660000,16660000,7328300,0,26010000,26010000,0
1703,2015,"kroner","tilskudd",72200,0,0,127533,481611,9178000,34435100,25257100,10607975,0,45724419,45724419,0
1711,2015,"kroner","tilskudd",73200,0,0,111592,727723,3571000,10274200,6703200,4157257.5,0,15343972.5,15343972.5,0
1714,2015,"kroner","tilskudd",327600,25000,0,3265300,165100,13282000,41836800,28554800,6610662.5,0,52230462.5,52230462.5,0
1717,2015,"kroner","tilskudd",0,0,0,0,0,0,2100000,2100000,1140225,0,3240225,3240225,0
1718,2015,"kroner","tilskudd",0,250000,0,0,0,3155000,6918400,3763400,1662275,0,8830675,8830675,0
1719,2015,"kroner","tilskudd",146400,750000,0,2023609,1347420,12435000,34621000,22186000,8040506.66,0,46928935.66,46928935.66,0
1721,2015,"kroner","tilskudd",47800,0,0,573900,4832777,9160000,27392700,18232700,4338362.5,0,37185539.5,37185539.5,0
1724,2015,"kroner","tilskudd",0,450000,0,0,0,7735000,15504000,7769000,1601900,0,17555900,17555900,0
1725,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,215900,0,215900,215900,0
1736,2015,"kroner","tilskudd",0,100000,0,0,0,2709000,6445000,3736000,1379962.5,0,7924962.5,7924962.5,0
1738,2015,"kroner","tilskudd",23400,0,0,0,0,409000,3559000,3150000,927125,0,4509525,4509525,0
1739,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,0,0,0,0,0
1740,2015,"kroner","tilskudd",0,50000,0,0,0,0,0,0,273700,0,323700,323700,0
1742,2015,"kroner","tilskudd",72200,100000,0,4463669,0,3534000,12461350,8927350,8717062.49,0,25814281.49,25814281.49,-0.00000000372529029846191
1743,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,215900,0,215900,215900,0
1744,2015,"kroner","tilskudd",48800,0,0,2853558,677689,2962000,7425400,4463400,1365500,0,12370947,12370947,0
1748,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,243800,0,243800,243800,0
1749,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,0,0,0,0,0
1750,2015,"kroner","tilskudd",0,0,0,0,0,3908000,14262400,10354400,2363475,0,16625875,16625875,0
1751,2015,"kroner","tilskudd",97600,350000,157500,0,688405,5250000,18142600,12892600,2841837.5,0,22277942.5,22277942.5,0
1755,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,295600,0,295600,295600,0
1756,2015,"kroner","tilskudd",0,0,0,0,0,1398400,9698400,8300000,1961537.5,0,11659937.5,11659937.5,0
1804,2015,"kroner","tilskudd",511400,275000,157500,956500,4078399,26026000,77919000,51893000,18902985.83,0,102800784.8,102800784.83,-0.0300000011920929
1805,2015,"kroner","tilskudd",190500,0,0,542017,390196,9157000,33608900,24451900,6849987.5,0,41581600.5,41581600.5,0
1811,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,0,0,0,0,0
1812,2015,"kroner","tilskudd",0,0,0,0,0,0,4442200,4442200,1016600,0,5458800,5458800,0
1813,2015,"kroner","tilskudd",73200,0,0,0,0,5880000,20613800,14733800,3412362.5,0,24099362.5,24099362.5,0
1815,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,711500,0,711500,711500,0
1816,2015,"kroner","tilskudd",93600,0,152200,0,170500,1770000,3870000,2100000,1008500,0,5294800,5294800,0
1818,2015,"kroner","tilskudd",0,150000,0,0,0,177000,1990800,1813800,793300,0,2934100,2934100,0
1820,2015,"kroner","tilskudd",73200,450000,157500,4398424,0,10121000,32646700,22525700,9377712.49,0,47103536.49,47103536.49,0
1822,2015,"kroner","tilskudd",218600,100000,0,382600,0,6116000,18431200,12315200,2114750,0,21247150,21247150,0
1824,2015,"kroner","tilskudd",73200,200000,0,2502841,541935,6236000,21182000,14946000,6672333.33,0,31172309.33,31172309.33,0
1825,2015,"kroner","tilskudd",0,0,0,0,0,2088000,2088000,0,286600,0,2374600,2374600,0
1826,2015,"kroner","tilskudd",0,0,0,0,0,546000,3808000,3262000,7856849.99,0,11664849.99,11664849.99,0
1827,2015,"kroner","tilskudd",0,350000,0,0,0,1624000,1624000,0,309350,0,2283350,2283350,0
1828,2015,"kroner","tilskudd",46800,0,0,5769900,764000,2905000,12686200,9781200,8366408.33,0,27633308.33,27633308.33,0
1832,2015,"kroner","tilskudd",0,0,0,0,0,1161160,2718560,1557400,1022500,0,3741060,3741060,0
1833,2015,"kroner","tilskudd",46800,0,0,430425,0,4992000,30002700,25010700,5785737.5,0,36265662.5,36265662.5,0
1834,2015,"kroner","tilskudd",0,0,0,0,0,0,82200,82200,821200,0,903400,903400,0
1835,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,237800,0,237800,237800,0
1836,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,755400,0,755400,755400,0
1837,2015,"kroner","tilskudd",121000,150000,0,0,1853741,5049000,13190600,8141600,2521525,0,17836866,17836866,0
1838,2015,"kroner","tilskudd",73200,0,0,0,0,2516000,9807400,7291400,1709950,0,11590550,11590550,0
1839,2015,"kroner","tilskudd",73200,0,0,0,170500,1142000,3770000,2628000,914900,0,4928600,4928600,0
1840,2015,"kroner","tilskudd",24400,0,157500,286950,650260,4648800,11037200,6388400,8751562.49,0,20907872.49,20907872.49,-0.00000000372529029846191
1841,2015,"kroner","tilskudd",146400,150000,0,0,983491,7873000,23389600,15516600,3170150,0,27839641,27839641,0
1845,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,739500,0,739500,739500,0
1848,2015,"kroner","tilskudd",0,0,0,0,0,1746000,6958400,5212400,1196000,0,8154400,8154400,0
1849,2015,"kroner","tilskudd",94600,0,0,5834159,0,5635000,13740200,8105200,2001412.5,0,21670371.5,21670371.5,0
1850,2015,"kroner","tilskudd",0,0,0,0,0,182000,2636800,2454800,1068400,0,3705200,3705200,0
1851,2015,"kroner","tilskudd",46800,0,0,382600,0,2878000,11020600,8142600,5374062.5,0,16824062.5,16824062.5,0
1852,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,779300,0,779300,779300,0
1853,2015,"kroner","tilskudd",0,0,0,413500,0,4417000,9477800,5060800,1493125,0,11384425,11384425,0
1854,2015,"kroner","tilskudd",24400,0,0,0,0,2930000,9250200,6320200,1840725,0,11115325,11115325,0
1856,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,0,0,0,0,0
1857,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,180000,0,180000,180000,0
1859,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,31900,0,31900,31900,0
1860,2015,"kroner","tilskudd",167800,100000,157500,4144834,1480000,11847000,37451600,25604600,8164575,0,51666309,51666309,0
1865,2015,"kroner","tilskudd",241000,600000,0,4111967,3899050,16859000,38951600,22092600,9064625,0,56868242,56868242,0
1866,2015,"kroner","tilskudd",121000,0,0,159417,1705800,4112000,15854200,11742200,5656691.66,0,23497108.66,23497108.66,0
1867,2015,"kroner","tilskudd",95600,500000,0,0,0,6945000,13975000,7030000,2005437.5,0,16576037.5,16576037.5,0
1868,2015,"kroner","tilskudd",24400,50000,0,0,0,3362000,5887200,2525200,1222337.5,0,7183937.5,7183937.5,0
1870,2015,"kroner","tilskudd",195200,400000,0,3567492,0,8702000,27657800,18955800,3093162.5,0,34913654.5,34913654.5,0
1871,2015,"kroner","tilskudd",145400,700000,0,0,0,11532000,25985500,14453500,2519900,0,29350800,29350800,0
1874,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,753400,0,753400,753400,0
1902,2015,"kroner","tilskudd",289800,1400000,315000,5206534,3354203,42110500,113723500,71613000,23202725.01,0,147491762,147491762.01,-0.00999999046325684
1903,2015,"kroner","tilskudd",291800,0,0,765200,1810183,17171000,53982000,36811000,11819975,0,68669158,68669158,0
1911,2015,"kroner","tilskudd",24400,0,0,0,0,2743000,7408000,4665000,4525177.5,0,11957577.5,11957577.5,0
1913,2015,"kroner","tilskudd",0,0,0,1003830,0,2528000,6422200,3894200,1790062.5,0,9216092.5,9216092.5,0
1917,2015,"kroner","tilskudd",0,0,157500,3650642,2955996,1456000,3851000,2395000,1018500,0,11633638,11633638,0
1919,2015,"kroner","tilskudd",24400,0,0,0,0,546000,3129000,2583000,962762.5,0,4116162.5,4116162.5,0
1920,2015,"kroner","tilskudd",97600,2000000,0,0,0,4186000,5026000,840000,716512.5,0,7840112.5,7840112.5,0
1922,2015,"kroner","tilskudd",48800,0,0,0,825700,2384000,7629000,5245000,6560431.66,0,15063931.66,15063931.66,0
1923,2015,"kroner","tilskudd",73200,0,0,7583172,0,5304000,14645700,9341700,7597964.99,0,29900036.99,29900036.99,-0.00000000372529029846191
1924,2015,"kroner","tilskudd",0,0,0,0,0,3262000,10332200,7070200,5677091.66,0,16009291.66,16009291.66,0
1925,2015,"kroner","tilskudd",122000,50000,0,0,0,4189000,8837000,4648000,1821350,0,10830350,10830350,0
1926,2015,"kroner","tilskudd",24400,0,0,0,0,364000,364000,0,301600,0,690000,690000,0
1927,2015,"kroner","tilskudd",0,0,157500,0,0,3305000,12907600,9602600,1696050,0,14761150,14761150,0
1928,2015,"kroner","tilskudd",194200,500000,0,0,0,6230000,8540000,2310000,1163837.5,0,10398037.5,10398037.5,0
1929,2015,"kroner","tilskudd",73200,50000,0,0,547000,2616000,8543000,5927000,1633162.5,0,10846362.5,10846362.5,0
1931,2015,"kroner","tilskudd",145400,750000,152200,781141,1601380,10201000,29932600,19731600,12279208.32,0,45641929.32,45641929.32,0
1933,2015,"kroner","tilskudd",170800,0,0,47825,0,3740000,3740000,0,1434412.5,0,5393037.5,5393037.5,0
1936,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,829100,0,829100,829100,0
1938,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,667925,0,667925,667925,0
1939,2015,"kroner","tilskudd",0,0,0,0,0,182000,2461000,2279000,4239537.5,0,6700537.5,6700537.5,0
1940,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,3650300,0,3650300,3650300,0
1941,2015,"kroner","tilskudd",120000,150000,0,0,0,4027000,5311200,1284200,1298362.5,0,6879562.5,6879562.5,0
1942,2015,"kroner","tilskudd",97600,0,0,0,0,1820000,9654200,7834200,1163000,0,10914800,10914800,0
1943,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,180000,0,180000,180000,0
2002,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,685600,0,685600,685600,0
2003,2015,"kroner","tilskudd",267400,0,0,15824172,623165,18718000,65108000,46390000,16039441.66,0,97862178.66,97862178.66,0
2004,2015,"kroner","tilskudd",117000,900000,0,3459341,0,3211000,20423800,17212800,4885312.5,0,29785453.5,29785453.5,0
2011,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,1144200,0,1144200,1144200,0
2012,2015,"kroner","tilskudd",171800,650000,472500,7524466,1514280,14380500,36761200,22380700,9370999.99,67100,56532345.99,56532345.99,0
2014,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,273700,0,273700,273700,0
2015,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,685600,0,685600,685600,0
2017,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,765300,0,765300,765300,0
2018,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,849900,0,849900,849900,0
2019,2015,"kroner","tilskudd",47800,150000,0,191300,421950,4029000,7121200,3092200,1583100,0,9515350,9515350,0
2020,2015,"kroner","tilskudd",48800,0,0,0,0,3412000,11240400,7828400,2187250,0,13476450,13476450,0
2021,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,948700,0,948700,948700,0
2022,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,749400,0,749400,749400,0
2023,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,825200,0,825200,825200,0
2024,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,215900,0,215900,215900,0
2025,2015,"kroner","tilskudd",48800,0,0,0,0,1678000,5038000,3360000,1792200,0,6879000,6879000,0
2027,2015,"kroner","tilskudd",141400,200000,0,0,252500,5405000,8627000,3222000,1196000,0,10416900,10416900,0
2028,2015,"kroner","tilskudd",0,50000,157500,0,0,2088000,3326800,1238800,1090250,0,4624550,4624550,0
2030,2015,"kroner","tilskudd",73200,0,0,191300,2389000,4595000,19880400,15285400,4340625,0,26874525,26874525,0
9999,2015,"kroner","tilskudd",0,0,0,0,0,0,0,0,72800,0,72800,72800,0
