"";"aar";"bydel_nr";"utd_6";"innvkat_3";"kjonn";"enhet";"tabell_navn";"fylke_nr";"naringsregion_nr";"kommune_nr";"grunnskole";"NULL";"universitet_og_hogskole";"uoppgitt_ingen";"vgs";"alle"
"1";2013;"000301";"grunnskole";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"13724";NA;NA;NA;NA
"2";2013;"000301";"grunnskole";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"13.8";NA;NA;NA;NA
"3";2013;"000301";"grunnskole";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"16542";NA;NA;NA;NA
"4";2013;"000301";"grunnskole";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"15.1";NA;NA;NA;NA
"5";2013;"000301";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"30266";NA;NA;NA;NA
"6";2013;"000301";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"14.5";NA;NA;NA;NA
"7";2013;"000301";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"5565";NA;NA;NA;NA
"8";2013;"000301";"grunnskole";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8.5";NA;NA;NA;NA
"9";2013;"000301";"grunnskole";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8397";NA;NA;NA;NA
"10";2013;"000301";"grunnskole";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"12.1";NA;NA;NA;NA
"11";2013;"000301";"grunnskole";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"13962";NA;NA;NA;NA
"12";2013;"000301";"grunnskole";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"10.4";NA;NA;NA;NA
"13";2013;"000301";"grunnskole";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8159";NA;NA;NA;NA
"14";2013;"000301";"grunnskole";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"24.1";NA;NA;NA;NA
"15";2013;"000301";"grunnskole";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8145";NA;NA;NA;NA
"16";2013;"000301";"grunnskole";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"20.2";NA;NA;NA;NA
"17";2013;"000301";"grunnskole";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"16304";NA;NA;NA;NA
"18";2013;"000301";"grunnskole";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"21.9";NA;NA;NA;NA
"19";2013;"000301";"universitet_og_hogskole";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"57993";NA;NA;NA;NA
"20";2013;"000301";"universitet_og_hogskole";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"58.4";NA;NA;NA;NA
"21";2013;"000301";"universitet_og_hogskole";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"53830";NA;NA;NA;NA
"22";2013;"000301";"universitet_og_hogskole";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"49.1";NA;NA;NA;NA
"23";2013;"000301";"universitet_og_hogskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"111823";NA;NA;NA;NA
"24";2013;"000301";"universitet_og_hogskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"53.5";NA;NA;NA;NA
"25";2013;"000301";"universitet_og_hogskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"45786";NA;NA;NA;NA
"26";2013;"000301";"universitet_og_hogskole";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"69.9";NA;NA;NA;NA
"27";2013;"000301";"universitet_og_hogskole";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"42243";NA;NA;NA;NA
"28";2013;"000301";"universitet_og_hogskole";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"61";NA;NA;NA;NA
"29";2013;"000301";"universitet_og_hogskole";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"88029";NA;NA;NA;NA
"30";2013;"000301";"universitet_og_hogskole";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"65.4";NA;NA;NA;NA
"31";2013;"000301";"universitet_og_hogskole";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"12207";NA;NA;NA;NA
"32";2013;"000301";"universitet_og_hogskole";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"36";NA;NA;NA;NA
"33";2013;"000301";"universitet_og_hogskole";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"11587";NA;NA;NA;NA
"34";2013;"000301";"universitet_og_hogskole";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"28.7";NA;NA;NA;NA
"35";2013;"000301";"universitet_og_hogskole";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"23794";NA;NA;NA;NA
"36";2013;"000301";"universitet_og_hogskole";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"32";NA;NA;NA;NA
"37";2013;"000301";"universitet_og_hogskole_kort";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"38";2013;"000301";"universitet_og_hogskole_kort";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"39";2013;"000301";"universitet_og_hogskole_kort";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"40";2013;"000301";"universitet_og_hogskole_kort";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"41";2013;"000301";"universitet_og_hogskole_kort";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"42";2013;"000301";"universitet_og_hogskole_kort";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"43";2013;"000301";"universitet_og_hogskole_kort";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"44";2013;"000301";"universitet_og_hogskole_kort";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"45";2013;"000301";"universitet_og_hogskole_kort";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"46";2013;"000301";"universitet_og_hogskole_kort";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"47";2013;"000301";"universitet_og_hogskole_kort";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"48";2013;"000301";"universitet_og_hogskole_kort";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"49";2013;"000301";"universitet_og_hogskole_kort";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"50";2013;"000301";"universitet_og_hogskole_kort";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"51";2013;"000301";"universitet_og_hogskole_kort";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"52";2013;"000301";"universitet_og_hogskole_kort";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"53";2013;"000301";"universitet_og_hogskole_kort";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"54";2013;"000301";"universitet_og_hogskole_kort";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"55";2013;"000301";"universitet_og_hogskole_lang";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"56";2013;"000301";"universitet_og_hogskole_lang";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"57";2013;"000301";"universitet_og_hogskole_lang";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"58";2013;"000301";"universitet_og_hogskole_lang";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"59";2013;"000301";"universitet_og_hogskole_lang";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"60";2013;"000301";"universitet_og_hogskole_lang";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"61";2013;"000301";"universitet_og_hogskole_lang";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"62";2013;"000301";"universitet_og_hogskole_lang";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"63";2013;"000301";"universitet_og_hogskole_lang";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"64";2013;"000301";"universitet_og_hogskole_lang";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"65";2013;"000301";"universitet_og_hogskole_lang";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"66";2013;"000301";"universitet_og_hogskole_lang";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"67";2013;"000301";"universitet_og_hogskole_lang";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"68";2013;"000301";"universitet_og_hogskole_lang";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"69";2013;"000301";"universitet_og_hogskole_lang";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"70";2013;"000301";"universitet_og_hogskole_lang";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"71";2013;"000301";"universitet_og_hogskole_lang";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"72";2013;"000301";"universitet_og_hogskole_lang";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;".";NA;NA;NA;NA
"73";2013;"000301";"uoppgitt_ingen";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"7280";NA;NA;NA;NA
"74";2013;"000301";"uoppgitt_ingen";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"7.3";NA;NA;NA;NA
"75";2013;"000301";"uoppgitt_ingen";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"12049";NA;NA;NA;NA
"76";2013;"000301";"uoppgitt_ingen";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"11";NA;NA;NA;NA
"77";2013;"000301";"uoppgitt_ingen";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"19329";NA;NA;NA;NA
"78";2013;"000301";"uoppgitt_ingen";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"9.2";NA;NA;NA;NA
"79";2013;"000301";"uoppgitt_ingen";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"187";NA;NA;NA;NA
"80";2013;"000301";"uoppgitt_ingen";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"0.3";NA;NA;NA;NA
"81";2013;"000301";"uoppgitt_ingen";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"235";NA;NA;NA;NA
"82";2013;"000301";"uoppgitt_ingen";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"0.3";NA;NA;NA;NA
"83";2013;"000301";"uoppgitt_ingen";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"422";NA;NA;NA;NA
"84";2013;"000301";"uoppgitt_ingen";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"0.3";NA;NA;NA;NA
"85";2013;"000301";"uoppgitt_ingen";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"7093";NA;NA;NA;NA
"86";2013;"000301";"uoppgitt_ingen";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"20.9";NA;NA;NA;NA
"87";2013;"000301";"uoppgitt_ingen";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"11814";NA;NA;NA;NA
"88";2013;"000301";"uoppgitt_ingen";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"29.2";NA;NA;NA;NA
"89";2013;"000301";"uoppgitt_ingen";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"18907";NA;NA;NA;NA
"90";2013;"000301";"uoppgitt_ingen";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"25.4";NA;NA;NA;NA
"91";2013;"000301";"vgs";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"20368";NA;NA;NA;NA
"92";2013;"000301";"vgs";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"20.5";NA;NA;NA;NA
"93";2013;"000301";"vgs";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"27179";NA;NA;NA;NA
"94";2013;"000301";"vgs";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"24.8";NA;NA;NA;NA
"95";2013;"000301";"vgs";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"47547";NA;NA;NA;NA
"96";2013;"000301";"vgs";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"22.8";NA;NA;NA;NA
"97";2013;"000301";"vgs";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"13924";NA;NA;NA;NA
"98";2013;"000301";"vgs";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"21.3";NA;NA;NA;NA
"99";2013;"000301";"vgs";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"18330";NA;NA;NA;NA
"100";2013;"000301";"vgs";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"26.5";NA;NA;NA;NA
"101";2013;"000301";"vgs";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"32254";NA;NA;NA;NA
"102";2013;"000301";"vgs";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"24";NA;NA;NA;NA
"103";2013;"000301";"vgs";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"6444";NA;NA;NA;NA
"104";2013;"000301";"vgs";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"19";NA;NA;NA;NA
"105";2013;"000301";"vgs";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8849";NA;NA;NA;NA
"106";2013;"000301";"vgs";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"21.9";NA;NA;NA;NA
"107";2013;"000301";"vgs";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"15293";NA;NA;NA;NA
"108";2013;"000301";"vgs";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"20.6";NA;NA;NA;NA
"109";2013;"030101";"grunnskole";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1284";NA;NA;NA;NA
"110";2013;"030101";"grunnskole";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"14.8";NA;NA;NA;NA
"111";2013;"030101";"grunnskole";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1850";NA;NA;NA;NA
"112";2013;"030101";"grunnskole";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"16.9";NA;NA;NA;NA
"113";2013;"030101";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"3134";NA;NA;NA;NA
"114";2013;"030101";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"16";NA;NA;NA;NA
"115";2013;"030101";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"484";NA;NA;NA;NA
"116";2013;"030101";"grunnskole";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8.4";NA;NA;NA;NA
"117";2013;"030101";"grunnskole";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"916";NA;NA;NA;NA
"118";2013;"030101";"grunnskole";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"13.4";NA;NA;NA;NA
"119";2013;"030101";"grunnskole";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1400";NA;NA;NA;NA
"120";2013;"030101";"grunnskole";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"11.1";NA;NA;NA;NA
"121";2013;"030101";"grunnskole";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"800";NA;NA;NA;NA
"122";2013;"030101";"grunnskole";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"27.4";NA;NA;NA;NA
"123";2013;"030101";"grunnskole";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"934";NA;NA;NA;NA
"124";2013;"030101";"grunnskole";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"23";NA;NA;NA;NA
"125";2013;"030101";"grunnskole";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1734";NA;NA;NA;NA
"126";2013;"030101";"grunnskole";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"24.8";NA;NA;NA;NA
"127";2013;"030101";"universitet_og_hogskole";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"5100";NA;NA;NA;NA
"128";2013;"030101";"universitet_og_hogskole";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"58.8";NA;NA;NA;NA
"129";2013;"030101";"universitet_og_hogskole";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"5093";NA;NA;NA;NA
"130";2013;"030101";"universitet_og_hogskole";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"46.6";NA;NA;NA;NA
"131";2013;"030101";"universitet_og_hogskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"10193";NA;NA;NA;NA
"132";2013;"030101";"universitet_og_hogskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"52";NA;NA;NA;NA
"133";2013;"030101";"universitet_og_hogskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"4167";NA;NA;NA;NA
"134";2013;"030101";"universitet_og_hogskole";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"72.4";NA;NA;NA;NA
"135";2013;"030101";"universitet_og_hogskole";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"4066";NA;NA;NA;NA
"136";2013;"030101";"universitet_og_hogskole";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"59.3";NA;NA;NA;NA
"137";2013;"030101";"universitet_og_hogskole";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"8233";NA;NA;NA;NA
"138";2013;"030101";"universitet_og_hogskole";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"65.3";NA;NA;NA;NA
"139";2013;"030101";"universitet_og_hogskole";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"933";NA;NA;NA;NA
"140";2013;"030101";"universitet_og_hogskole";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"32";NA;NA;NA;NA
"141";2013;"030101";"universitet_og_hogskole";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1027";NA;NA;NA;NA
"142";2013;"030101";"universitet_og_hogskole";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"25.3";NA;NA;NA;NA
"143";2013;"030101";"universitet_og_hogskole";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1960";NA;NA;NA;NA
"144";2013;"030101";"universitet_og_hogskole";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"28.1";NA;NA;NA;NA
"145";2013;"030101";"universitet_og_hogskole_kort";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"3078";NA;NA;NA;NA
"146";2013;"030101";"universitet_og_hogskole_kort";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"35.5";NA;NA;NA;NA
"147";2013;"030101";"universitet_og_hogskole_kort";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"2959";NA;NA;NA;NA
"148";2013;"030101";"universitet_og_hogskole_kort";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"27.1";NA;NA;NA;NA
"149";2013;"030101";"universitet_og_hogskole_kort";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"6037";NA;NA;NA;NA
"150";2013;"030101";"universitet_og_hogskole_kort";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"30.8";NA;NA;NA;NA
"151";2013;"030101";"universitet_og_hogskole_kort";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"2538";NA;NA;NA;NA
"152";2013;"030101";"universitet_og_hogskole_kort";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"44.1";NA;NA;NA;NA
"153";2013;"030101";"universitet_og_hogskole_kort";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"2353";NA;NA;NA;NA
"154";2013;"030101";"universitet_og_hogskole_kort";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"34.3";NA;NA;NA;NA
"155";2013;"030101";"universitet_og_hogskole_kort";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"4891";NA;NA;NA;NA
"156";2013;"030101";"universitet_og_hogskole_kort";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"38.8";NA;NA;NA;NA
"157";2013;"030101";"universitet_og_hogskole_kort";"innvandrere";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"540";NA;NA;NA;NA
"158";2013;"030101";"universitet_og_hogskole_kort";"innvandrere";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"18.5";NA;NA;NA;NA
"159";2013;"030101";"universitet_og_hogskole_kort";"innvandrere";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"606";NA;NA;NA;NA
"160";2013;"030101";"universitet_og_hogskole_kort";"innvandrere";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"14.9";NA;NA;NA;NA
"161";2013;"030101";"universitet_og_hogskole_kort";"innvandrere";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1146";NA;NA;NA;NA
"162";2013;"030101";"universitet_og_hogskole_kort";"innvandrere";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"16.4";NA;NA;NA;NA
"163";2013;"030101";"universitet_og_hogskole_lang";"alle";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"2022";NA;NA;NA;NA
"164";2013;"030101";"universitet_og_hogskole_lang";"alle";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"23.3";NA;NA;NA;NA
"165";2013;"030101";"universitet_og_hogskole_lang";"alle";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"2134";NA;NA;NA;NA
"166";2013;"030101";"universitet_og_hogskole_lang";"alle";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"19.5";NA;NA;NA;NA
"167";2013;"030101";"universitet_og_hogskole_lang";"alle";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"4156";NA;NA;NA;NA
"168";2013;"030101";"universitet_og_hogskole_lang";"alle";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"21.2";NA;NA;NA;NA
"169";2013;"030101";"universitet_og_hogskole_lang";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1629";NA;NA;NA;NA
"170";2013;"030101";"universitet_og_hogskole_lang";"befolkningen_ellers";"0";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"28.3";NA;NA;NA;NA
"171";2013;"030101";"universitet_og_hogskole_lang";"befolkningen_ellers";"1";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"1713";NA;NA;NA;NA
"172";2013;"030101";"universitet_og_hogskole_lang";"befolkningen_ellers";"1";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"25";NA;NA;NA;NA
"173";2013;"030101";"universitet_og_hogskole_lang";"befolkningen_ellers";"alle";"personer";"utdanningsniva";"NULL";"NULL";"NULL";NA;"3342";NA;NA;NA;NA
"174";2013;"030101";"universitet_og_hogskole_lang";"befolkningen_ellers";"alle";"prosent";"utdanningsniva";"NULL";"NULL";"NULL";NA;"26.5";NA;NA;NA;NA
